Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of100 Seated Hostel Building at Paten High School Patkhalia under Chandahandi Block,Construction of100 Seated Hostel Building at Paten High School Patkhalia under Chandahandi Block,B and A Class ,NA ,"2,49,63,479",Civil Works - Buildings,Hostel Building ,Tender,90.0,365.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,"10,000",0.0,Nil,Nil,No,20-Nov-2025 05:00 PM,09-Dec-2025 03:00 PM,20-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,NA ,NA ,20-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,09-Feb-2026 12:00 PM,1.0,ICICI BANK,"2,49,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, Undertakings",Project Administrator,"Integrated Tribal Development Agency, Nabarangpur",ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-01/25-26,2025_STSCD_121612_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial Bids opened successfully,JAYKURBAN PETER TIRKEY,09-Feb-2026 03:51 PM,,BOQ Comparative Chart,"ADM, Nabarangpur",Internal,"PA, ITDA, Nabarangpur, Treasury Officer, Nabarangpur, Superintending Engineer, R and B, Nabarangpur Division, Asssistant Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,08-Feb-2026 12:32 PM,09-Feb-2026 12:00 PM,techsummary_565811.pdf (4144.20 KB),Technical,Technical Bids opened successfully,JAYKURBAN PETER TIRKEY,10-Dec-2025 01:15 PM,,"ADM, Nabarangpur",Internal,"PA, ITDA, Nabarangpur, Treasury Officer, Nabarangpur, Superintending Engineer, R and B Nabarangpur Division, Assistant Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,21-Feb-2026 12:07 PM,finsummary_565811.pdf (540.40 KB),20-Mar-2026,"INR 21,221,453",365.0,Dasarath Khemundu,13-Apr-2026 08:20 AM,Chd100.pdf (465.00 KB),1.0,3268909.0,Akbar Ali,INR,"21,221,453",ST and SC Development Deptt||ITDA Nabarangpur,2025_STSCD_121612_10,ITDANBG-01/25-26,Construction of100 Seated Hostel Building at Paten High School Patkhalia under Chandahandi Block,1,3268909,Akbar Ali,02-Dec-2025 09:56 PM,Accepted-AOC,L1,13-Apr-2026 08:20 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3275039,Dhiraj Kumar Agrawal,04-Dec-2025 03:18 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3278516,HIMANSU BISWAL,04-Dec-2025 04:10 PM,Rejected-Technical,Disqualified,08-Feb-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3278822,kamal kishor agrawal,04-Dec-2025 04:31 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3277455,Laxmi Chand Mittal,04-Dec-2025 11:39 AM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3278993,NITESH KUMAR JAIN,04-Dec-2025 03:33 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3277035,RAKESH KIRTANIA,04-Dec-2025 03:44 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3278489,SAHIL KUMAR RAY,04-Dec-2025 02:03 PM,Rejected-Technical,Disqualified,08-Feb-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3269917,SUBHRANSHU NAYAK,01-Dec-2025 07:39 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3273189,SUBRAT MOHAPATRA,02-Dec-2025 10:56 PM,Rejected-AOC,L2,13-Apr-2026 08:20 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3278000,SUDHANYA SARKAR,04-Dec-2025 03:58 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:07 PM,AOC
