Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Repair to Road from NH-Bypass to Odisha AdarshaVidyalaya Ward No.4 of NAC Balliguda,Repair to Road from NH-Bypass to Odisha AdarshaVidyalaya Ward No.4 of NAC Balliguda,Please refer Tender documents. ,NA ,"19,72,100",Civil Works - Roads,NA ,Tender,90.0,60.0,NAC BALLIGUDA,762103.0,NA ,NA ,NA ,NAC BALLIGUDA,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,"19,721",Yes,fixed,,Nil,Nil,Municipal Bodies||Balliguda N.A.C,EO_BLG.N_07_2025-26,2026_ORULB_127198_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,NAC BALLIGUDA,"6,000",0.0,Nil,Nil,No,13-Mar-2026 01:00 PM,24-Mar-2026 11:30 AM,13-Mar-2026 01:00 PM,23-Mar-2026 05:00 PM,NA ,NA ,13-Mar-2026 01:00 PM,23-Mar-2026 05:00 PM,1.0,ICICI BANK,AOC,1,3439424,DIBAKAR BEHERA,23-Mar-2026 04:42 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,15-Apr-2026,"INR 1,952,369",30.0,Bibekanand Dalai,15-Apr-2026 01:37 PM,5.pdf (503.00 KB),Gobinda Chandra Pradhan,Internal,Executive Officer Municipal Engineer Asst Executive Engineer Asst EngineerTechnical Consultant Accountant,Bibekanand Dalai,15-Apr-2026 09:55 AM,techsummary_584906.pdf (363.26 KB),Gobinda Chandra Pradhan,Internal,Executive Officer Municipal Engineer Asst Executive Engineer Asst Engineer Technical Consultant Accountant,Bibekanand Dalai,15-Apr-2026 12:38 PM,finsummary_584906.pdf (363.26 KB),Municipal Bodies||Balliguda N.A.C,2026_ORULB_127198_5,EO_BLG.N_07_2025-26,Repair to Road from NH-Bypass to Odisha AdarshaVidyalaya Ward No.4 of NAC Balliguda,1.0,3438947.0,RAJASHREE CONSTRUCTION,INR,"1,952,369",Finance,All documents are submitted,Bibekanand Dalai,25-Mar-2026 02:31 PM,finance_584906.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3438776,K NARENDRA PRASAD PATRA,23-Mar-2026 10:45 AM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3438772,"MAMALY ASSOCIATES, PROP SANTOSINI BISWAL",23-Mar-2026 11:52 AM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3437411,MINATI BEHERA,23-Mar-2026 10:35 AM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3439290,M/S NIMRAD DIGAL,23-Mar-2026 03:23 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3438743,M/S SANJUKTA SAHU,23-Mar-2026 10:09 AM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3438513,PADMINI PADHI,22-Mar-2026 06:21 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3438992,PINTU NAYAK,23-Mar-2026 01:03 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3438315,PRAKASH CHANDRA NAYAK,22-Mar-2026 06:56 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3438947,RAJASHREE CONSTRUCTION,23-Mar-2026 12:28 PM,Accepted-AOC,L1 in lottery.Accepted,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3439342,RASHMITA SAHOO,23-Mar-2026 03:43 PM,Rejected-AOC,Rejected,15-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
