S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage
1.0,3426190.0,JYOTIPRABHA PRADHAN,INR,"445,720",Finance,Attached,Chhabi Podh,13-Mar-2026 04:45 PM,finance_583397.pdf,BOQ Comparative Chart,Executive Officer,Internal,"Chhabi Podh, Executive Officer, Ashok Kumar Patnaik, Municipal Engineer, Dipty Ranjan Nanda, Assistant Engineer",Chhabi Podh,06-Apr-2026 06:50 PM,finsummary_583397.pdf (79.59 KB),Municipal Bodies||Kantabanji NAC,2026_ORULB_126682_6,NAC-KBJ-004/2025-26,Construction of New Drain with Cover Plate from Basu House to Petu Hansa House in Ward No. 8,Executive Officer,Internal,"Chhabi Podh, Executive Officer, Ashok Kumar Patnaik, Municipal Engineer, Dipty Ranjan Nanda, Assistant Engineer",Chhabi Podh,06-Apr-2026 01:47 PM,techsummary_583397.pdf (79.59 KB),1,3426190,JYOTIPRABHA PRADHAN,11-Mar-2026 11:08 AM,Accepted-AOC,L1 in Lottery,15-Apr-2026 11:57 AM,06-Apr-2026,"INR 445,720",90.0,Chhabi Podh,15-Apr-2026 11:57 AM,463_WorkOrder.pdf (52.00 KB),AOC,Construction of New Drain with Cover Plate from Basu House to Petu Hansa House in Ward No. 8,Construction of New Drain with Cover Plate from Basu House to Petu Hansa House in Ward No. 8,Please refer Tender documents. ,NA ,"3,78,107",Civil Works - Others,Drain ,Tender,90.0,90.0,Kantabanji NAC,767039.0,NA ,NA ,NA ,"O/o The Executive Officer, Kantabanji NAC",No ,No,Municipal Bodies||Kantabanji NAC,NAC-KBJ-004/2025-26,2026_ORULB_126682_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,800",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,02-Mar-2026 11:00 AM,13-Mar-2026 11:00 AM,02-Mar-2026 11:00 AM,11-Mar-2026 05:00 PM,NA ,NA ,02-Mar-2026 11:00 AM,11-Mar-2026 05:00 PM,1,ICICI BANK,"Executive Officer, Kantabanji NAC","Kantabanji NAC, Kantabanji, Balangir, Odisha, 767039",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3425849,KUNAL SHARMA,11-Mar-2026 11:28 AM,Rejected-AOC,L2 in Lottery,15-Apr-2026 11:57 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ Bid,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC
