Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourkela",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -EERKL-26 of 2025-26,2026_CERWI_124719_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,"6,000",0.0,Nil,Nil,No,17-Jan-2026 06:00 PM,22-Jan-2026 06:30 PM,17-Jan-2026 06:00 PM,22-Jan-2026 06:00 PM,17-Jan-2026 06:00 PM ,21-Jan-2026 06:00 PM ,17-Jan-2026 06:00 PM,22-Jan-2026 06:00 PM,"46,610",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SR to Kalosaria school basti to Gobira bus stand for the year 2025-26,SR to Kalosaria school basti to Gobira bus stand for the year 2025-26,Please refer Tender documents. ,NA ,"46,60,536",Civil Works - Roads,NA ,Tender,90.0,30.0,Rourkela,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,AOC,1,3363659,BIKAS MUNDARY,22-Jan-2026 02:17 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,15-Apr-2026,"INR 3,588,613",30.0,Basanti Tudu,15-Apr-2026 11:48 AM,11.pdf (315.00 KB),Awarded Cost,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Basanti Tudu,15-Apr-2026 11:32 AM,techsummary_576322.pdf (315.33 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2026_CERWI_124719_7,Online -EERKL-26 of 2025-26,SR to Kalosaria school basti to Gobira bus stand for the year 2025-26,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Basanti Tudu,15-Apr-2026 11:38 AM,finsummary_576322.pdf (315.33 KB),Finance,8 bidders applied,Basanti Tudu,15-Apr-2026 11:25 AM,,BOQ Comparative Chart,1.0,3363276.0,GOPAL TOPPO,INR,"3,588,613",AOC
,,,,,,,,,,,,,,,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,3363407,DEEPAK KUMAR ROUT,22-Jan-2026 10:25 AM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3363276,GOPAL TOPPO,22-Jan-2026 12:32 PM,Accepted-AOC,Awarded,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3363034,HIMANSU SEKHAR PANDA,21-Jan-2026 06:19 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"Year wise Financial Turnover, certified by a Charted Accountant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3363869,"M/S GURUJIT ENTERPRISES, PROP-BHABANI SANKAR PANIGRAHI",22-Jan-2026 04:28 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3363586,SUMIT SAHOO,22-Jan-2026 01:12 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3362308,SUSHANTA KUMAR SUNA,21-Jan-2026 05:20 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3363760,VIVEK GOND,22-Jan-2026 03:13 PM,Rejected-AOC,Rejected,15-Apr-2026 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
