Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage
Finance,all bids are admitted,Pabitra Mohan Pradhan,22-Jan-2026 07:58 AM,finance_573541.pdf,BOQ Comparative Chart,1.0,3357837.0,Kalyani Sahu,INR,"752,057",Municipal Bodies||Boudhgarh NAC,2025_ORULB_123920_2,OR/ULB/BUD/8/2025-26,Construction of Cold Drinking water Project near Sankhachuda Bandha Bapujinagar in ward No 10,CHAIRPERSON,Internal,"CM,EO,ME,AE, ACCT",Satya Narayan Pradhan,10-Apr-2026 06:39 PM,finsummary_573541.pdf (828.36 KB),CHAIRPERSON,Internal,"CM,EO,ME,AE,ACCT",Satya Narayan Pradhan,10-Apr-2026 05:37 PM,techsummary_573541.pdf (828.36 KB),1.0,3356480.0,DHARMESH KUMAR NAYAK,15-Jan-2026 07:39 PM,Rejected-AOC,AS PER LOTTERY,11-Apr-2026 11:18 AM,11-Apr-2026,"INR 752,057",90.0,Satya Narayan Pradhan,11-Apr-2026 11:18 AM,2.pdf (598.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"4,000",0.0,Nil,Nil,No,"7,528",Yes,fixed,,Nil,Nil,Executive Officer NAC Boudhgarh,Executive Officer NAC Boudhgarh,1.0,DATE MODIFICATION,Date,,Municipal Bodies||Boudhgarh NAC,OR/ULB/BUD/8/2025-26,2025_ORULB_123920_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Cold Drinking water Project near Sankhachuda Bandha Bapujinagar in ward No 10,construction of cold drinking water project,Please refer Tender documents. ,NA ,"7,52,809",Civil Works - Buildings,NA ,Tender,90.0,NA ,NAC Boudhgarh,762014.0,NA ,NA ,NA ,Executive Officer NAC Boudhgarh,No ,No,31-Dec-2025 10:00 AM,19-Jan-2026 11:00 AM,31-Dec-2025 10:00 AM,17-Jan-2026 05:00 PM,NA ,NA ,31-Dec-2025 10:00 AM,17-Jan-2026 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3357837.0,Kalyani Sahu,16-Jan-2026 09:30 PM,Accepted-AOC,AS PER LOTTERY,11-Apr-2026 11:18 AM,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,2.0,DEPOSIT OF APS,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
