S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
1,3125138,ABHIRAM CARETAKING AND EXPERT SERVICES,13-Oct-2025 12:18 PM,Accepted-AOC,DUE TO LOTERY,27-Apr-2026 05:37 PM,Finance,5 Nos. of bidder technical and financial bid opened,Subhashree Behera,18-Oct-2025 12:04 PM,,BOQ Comparative Chart,SE RWSS BBSR,Internal,"AEE RWSS BBSR, DAO RWSS BBSR, AE ESRT. RWSS DIVN., BBSR",Rasmita Dash,27-Apr-2026 05:32 PM,finsummary_554704.pdf (866.25 KB),27-Apr-2026,"INR 796,923",324.0,Rasmita Dash,27-Apr-2026 05:36 PM,IMG_0005.pdf (866.00 KB),W.O. LR. NO. 4300 DT. 21/10/2025,SE RWSS BBSR,Internal,"DAO RWSS BBSR, AEE RWSS BBSR, AE EST RWSS DIVN BBSR",Rasmita Dash,27-Apr-2026 05:27 PM,techsummary_554704.pdf (866.25 KB),Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||RWSS Division Bhubaneswar,2025_RWSS_118970_1,03/RFP/RWSS/BBSR/2025-26,"Deployment of security guard 4 nos at Government Honble Minister, Rural development, Panchayati raj and drinking water, Odisha through provider on outsourcing basis",1.0,3125138.0,ABHIRAM CARETAKING AND EXPERT SERVICES,INR,"796,923",AOC,"10,000",No,fixed,,Nil,Nil,04-Oct-2025 06:50 PM,18-Oct-2025 11:30 AM,04-Oct-2025 06:50 PM,17-Oct-2025 03:00 PM,04-Oct-2025 06:50 PM ,10-Oct-2025 05:00 PM ,04-Oct-2025 06:50 PM,17-Oct-2025 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,document as per dtcn,"Deployment of security guard 4 nos at Government Honble Minister, Rural development, Panchayati raj and drinking water, Odisha through provider on outsourcing basis","Deployment of security guard 4 nos at Government Honble Minister, Rural development, Panchayati raj and drinking water, Odisha through provider on outsourcing basis",Please refer Tender documents. ,NA ,"7,96,923",Human Resources Supply,NA ,Tender,90.0,324.0,BHUBANESWAR,751030.0,NA ,NA ,NA ,"SE RWSS DIVISION, BBSR",No ,No,"SE RWSS DIVISION, BBSR","SE RWSS DIVISION, BHUBANESWAR",Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||RWSS Division Bhubaneswar,03/RFP/RWSS/BBSR/2025-26,2025_RWSS_118970_1,Yes,Open Tender,Percentage,Services,1.0,No,No,Online,No,No,No,1.0,modified data,Date,,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
2,3125172,ACTIVE SECURITY AND INTELLIGENCE SEVICES,13-Oct-2025 11:20 AM,Rejected-Finance,reject due to rotary,27-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
3,3122598,Herald Manpower And Placemnet Services,13-Oct-2025 01:16 PM,Rejected-Finance,reject due to rotary,27-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3111959,SAINIK INTELLIGENCE AND SECURITY PVT LTD,10-Oct-2025 04:36 PM,Rejected-Finance,reject due to rotary,27-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3120592,SAMAYA SECURITY SERVICE PVT LTD,09-Oct-2025 05:30 PM,Rejected-Finance,reject due to rotary,27-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
