Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,000",0.0,Nil,Nil,No,"9,320",Yes,fixed,,Nil,Nil,"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk",1.0,ICICI BANK,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -EERKL-26 of 2025-26,2026_CERWI_124719_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SR to Kokerama to Karanjia road for the year 2025-26,SR to Kokerama to Karanjia road for the year 2025-26,Please refer Tender documents. ,NA ,"9,32,084",Civil Works - Roads,NA ,Tender,90.0,30.0,Rourkela,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,20-Jan-2026 03:00 PM,27-Jan-2026 09:00 AM,20-Jan-2026 03:00 PM,26-Jan-2026 06:00 PM,20-Jan-2026 03:00 PM ,25-Jan-2026 05:00 PM ,20-Jan-2026 03:00 PM,26-Jan-2026 06:00 PM,AOC,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Basanti Tudu,15-Apr-2026 10:17 AM,techsummary_576933.pdf (347.08 KB),EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Basanti Tudu,15-Apr-2026 10:21 AM,finsummary_576933.pdf (347.08 KB),Finance,2 bidders applied,Basanti Tudu,15-Apr-2026 10:14 AM,,BOQ Comparative Chart,1.0,3366097.0,A K R TRADERS,26-Jan-2026 01:35 PM,Accepted-AOC,Awarded,15-Apr-2026 10:26 AM,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2026_CERWI_124719_11,Online -EERKL-26 of 2025-26,SR to Kokerama to Karanjia road for the year 2025-26,1.0,3366097.0,A K R TRADERS,INR,"708,384",15-Apr-2026,"INR 708,384",30.0,Basanti Tudu,15-Apr-2026 10:26 AM,03.pdf (347.00 KB),Awarded Cost,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,3363573.0,M/S DEVI CONSTRUCTION,22-Jan-2026 01:02 PM,Rejected-AOC,Rejected,15-Apr-2026 10:26 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Year wise Financial Turnover, certified by a Charted Accountant",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
