S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN","6,000",0.0,Nil,Nil,No,"25,500",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 11 2025 26,2026_CERWI_126327_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer R.W Division, Sunabeda",NH43 to Galigabdar,Road,Please refer Tender documents. ,NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sunabeda,763001.0,NA ,NA ,NA ,"R.W Division, Sunabeda",No ,No,20-Feb-2026 02:00 PM,27-Feb-2026 04:00 PM,20-Feb-2026 02:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,20-Feb-2026 02:00 PM,27-Feb-2026 03:00 PM,AOC,1,3412092,Balabhadra Khillo,25-Feb-2026 11:53 PM,Accepted-AOC,Qualified,13-Apr-2026 01:54 PM,13-Apr-2026,"INR 1,652,296",30.0,Avijit Barik,13-Apr-2026 01:54 PM,WOGaligabdar.pdf (852.00 KB),Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 10:00 AM,techsummary_582064.pdf (538.25 KB),Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 01:10 PM,finsummary_582064.pdf (407.84 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2026_CERWI_126327_4,SERWSBD Online 11 2025 26,NH43 to Galigabdar,1.0,3412092.0,Balabhadra Khillo,INR,"1,652,296",Finance,Bid opening,Avijit Barik,10-Apr-2026 12:27 PM,finance_582064.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3411735,BALABHADRA SISA,25-Feb-2026 06:51 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3410396,Banoj kumar patra,26-Feb-2026 10:09 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3410256,Bhaskar Haroku Barik,24-Feb-2026 10:39 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3413926,KASPATI LAKAYE,27-Feb-2026 12:54 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3408945,Krushna Chandra Rudhi,23-Feb-2026 08:21 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3411652,LALITENDU TRIPATHY,25-Feb-2026 05:54 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3412336,PABITRA HUIKA,26-Feb-2026 11:20 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3413248,PRASAD WATAKA,26-Feb-2026 07:39 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3413756,RAMKRISHNA NAYAK,27-Feb-2026 11:39 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
