S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3356579.0,SKYLAQ INFRATECH PRIVATE LIMITED,INR,"10,512,800",cce,Internal,"pa,dao,se",Manoj Kumar Mahananda,24-Apr-2026 06:33 PM,finsummary_574115.pdf (194.19 KB),Technical,open,Sundara Madhaba Padhi,17-Jan-2026 03:23 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA,2026_EICCL_124096_1,CCE-09 of 2025-26,Construction of 1 No of C-Type Qtrs for Civil Judge (Senior Division ) at Khandapada.,Finance,open,Nibesh Chandra Majhi,07-Feb-2026 05:38 PM,,BOQ Comparative Chart,cce,Internal,"pa,dao,se",Nibesh Chandra Majhi,05-Feb-2026 01:43 PM,07-Feb-2026 05:30 PM,techsummary_574115.pdf (1970.93 KB),24-Apr-2026,"INR 10,512,800",180.0,Manoj Kumar Mahananda,24-Apr-2026 06:38 PM,2151p1.pdf (1220.00 KB),1,3355713,DEVIPRASAD DASH,15-Jan-2026 04:36 PM,Rejected-Finance,Other than lottery bidder,24-Apr-2026 06:33 PM,AOC,1.0,ICICI BANK,Construction of 1 No of C-Type Qtrs for Civil Judge (Senior Division ) at Khandapada.,Construction of 1 No of C-Type Qtrs for Civil Judge (Senior Division ) at Khandapada.,NA ,NA ,"1,23,66,545",Civil Works - Buildings,NA ,Tender,90.0,180.0,Nayagarh,752069.0,NA ,NA ,NA ,O/O CCE Khordha RandB Circle Khordha,No ,No,02-Jan-2026 10:00 AM,17-Jan-2026 11:30 AM,02-Jan-2026 10:00 AM,16-Jan-2026 05:00 PM,02-Jan-2026 10:00 AM ,16-Jan-2026 05:00 PM ,02-Jan-2026 10:00 AM,16-Jan-2026 05:00 PM,07-Feb-2026 05:30 PM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit",CCE Khordha RandB Circle Khordha,O/o the Chief Construction Engineer Khordha R and B Circle Khordha,"10,000",0.0,Nil,Nil,No,"1,24,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KHURDA,CCE-09 of 2025-26,2026_EICCL_124096_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3356664,KRUSHNA PRASAD RATH,15-Jan-2026 09:25 PM,Rejected-Finance,Other than lottery bidder,24-Apr-2026 06:33 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3356968,KUMUD CHANDRA MOHAPATRA,16-Jan-2026 04:57 PM,Rejected-Finance,Other than lottery bidder,24-Apr-2026 06:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3357115,RAJIV KUMAR BISWAL,16-Jan-2026 03:05 PM,Rejected-Finance,Other than L2 bidder,24-Apr-2026 06:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3357526,SAUMYA RANJAN MOHANTY,16-Jan-2026 03:14 PM,Rejected-Technical,Not qualified,05-Feb-2026 01:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3356579,SKYLAQ INFRATECH PRIVATE LIMITED,15-Jan-2026 11:24 PM,Accepted-AOC,agreement done,24-Apr-2026 06:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3356519,SOUMENDRA PRADHAN,15-Jan-2026 07:46 PM,Rejected-Technical,Not qualified,05-Feb-2026 01:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3353210,SUMANT KUMAR BARIK,13-Jan-2026 05:55 PM,Rejected-Finance,Other than L2 bidder,24-Apr-2026 06:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
