Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,EMD,NRC,AFFIDAVIT and required document as per DTCN",1.0,ICICI BANK,Executive Engineer,"O/o the S.E.R.W.Division,Nuapada","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,RWNPD-10(Online) 2025-26,2026_CERWI_125444_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"33,700",Yes,fixed,,Nil,Nil,03-Feb-2026 02:00 PM,11-Feb-2026 11:00 AM,03-Feb-2026 02:00 PM,10-Feb-2026 05:00 PM,03-Feb-2026 02:00 PM ,09-Feb-2026 05:00 PM ,03-Feb-2026 02:00 PM,10-Feb-2026 05:00 PM,Special Repair to Belgaon to Kunjalpada from At 6/000 Km for the year 2025-26,Special Repair to Belgaon to Kunjalpada from At 6/000 Km for the year 2025-26,As per DTCN ,NA ,"33,61,316",Civil Works - Roads,NA ,Tender,90.0,30.0,NUAPADA,766105.0,NA ,NA ,NA ,"O/o the S.E.R.W.Division,Nuapada",No ,No,AOC,1,3389349,ABHIJIT SINGH THAKUR,09-Feb-2026 11:49 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,15-Apr-2026,"INR 3,357,954",30.0,Raj Kumar Meher,15-Apr-2026 09:10 AM,AOC.pdf (1096.00 KB),AOC,Technical,Internal,EE DAO ESTIMATOR,Raj Kumar Meher,13-Apr-2026 12:24 PM,techsummary_579016.pdf (4052.32 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-NUAPADA,2026_CERWI_125444_6,RWNPD-10(Online) 2025-26,Special Repair to Belgaon to Kunjalpada from At 6/000 Km for the year 2025-26,Financial,Internal,EE DAO ESTIMATOR,Raj Kumar Meher,13-Apr-2026 12:36 PM,finsummary_579016.pdf (4052.32 KB),Finance,Tender open,Raj Kumar Meher,13-Apr-2026 12:10 PM,,BOQ Comparative Chart,1.0,3390116.0,MANPRIT KOUR,INR,"3,357,954",AOC
,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3390203,AHSANULLA KHAN,10-Feb-2026 12:38 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3387405,ALIA KHAN,09-Feb-2026 06:33 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3386280,AMAN ULLA KHAN,09-Feb-2026 02:46 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3389007,AMRITA HIRWANI,10-Feb-2026 02:40 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3385549,ANJU GUPTA,08-Feb-2026 04:25 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3390794,AVAS NIAL,10-Feb-2026 02:55 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3387630,BHAWANI KUMAR BAGARTI,10-Feb-2026 08:59 AM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3385535,BIEKANANDA GUPTA,10-Feb-2026 10:47 AM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3389161,BIKASH KUMAR PANDA,10-Feb-2026 04:34 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3390277,DEBASIS TANDI,10-Feb-2026 04:31 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3390669,DEEPAK CHOUHAN,10-Feb-2026 02:21 PM,Rejected-AOC,Reject,15-Apr-2026 09:10 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
