Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate and as per DTCN",1.0,ICICI BANK,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,Refer tender documents ,NA ,"9,23,658",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,"9,237",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,20-Feb-2026 10:00 AM,27-Feb-2026 11:00 AM,20-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,20-Feb-2026 10:00 AM ,25-Feb-2026 05:00 PM ,20-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-22/2025-26,2026_CERWI_126220_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"S.E., R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,18-Apr-2026 05:47 PM,techsummary_582107.pdf (2141.73 KB),"S.E., R.W.Division, Cuttack",Internal,"DAO-I and A.E. Estimator of R.W.Division, Cuttack",Priyadarshini Balsamanta,18-Apr-2026 05:51 PM,finsummary_582107.pdf (2141.73 KB),Finance,Tender open by technical committee held on dt.27.02.2026,Priyadarshini Balsamanta,30-Mar-2026 11:58 PM,finance_582107.pdf,BOQ Comparative Chart,18-Apr-2026,"INR 923,658",30.0,Priyadarshini Balsamanta,18-Apr-2026 05:57 PM,WO.pdf (665.00 KB),1,3410813,BIBEKANANDA JENA,25-Feb-2026 11:32 AM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,1.0,3412695.0,RAKESH KUMAR PRADHAN,INR,"923,658",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2026_CERWI_126220_19,RWD CTC-22/2025-26,S/R to Repair to H.L. Bridge over Chhinda Nallah at 3rd Km on Botakhal - Kumbharakula via Raniola Puinchanda Road for the year 2025-26,AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3411234,BRUSHA KETU SAMAL,25-Feb-2026 02:16 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3411921,LINGARAJ SWAIN,26-Feb-2026 11:45 AM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3407759,MRUTYUNJAY ROUT,22-Feb-2026 09:42 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3412695,RAKESH KUMAR PRADHAN,26-Feb-2026 01:39 PM,Accepted-AOC,Selected through lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3410934,SAMAR BALLABHA RAY,25-Feb-2026 08:30 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3411781,SATYABRATA PATRA,25-Feb-2026 08:18 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3412873,SHARAT CHANDRA BISWAL,26-Feb-2026 04:07 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3412930,SIBRAM KHUNTIA,26-Feb-2026 03:39 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3412920,SOUMYARANJAN SAHOO,26-Feb-2026 04:11 PM,Rejected-AOC,Not selected in lottery,18-Apr-2026 05:57 PM,,,,,,,,,,AOC
