Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
600.0,0.0,Nil,Nil,Yes,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, PAN CARD and Other Documents",Executive Officer N.A.C.Kamakhyanaga,"Executive Officer, Kamakhyanaga NAC","1,272",Yes,percentage,1.0%,Nil,Nil,07-Feb-2026 01:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,Providing wearing coat from Prasanta Dehury house towards Harijan sahi in Ward No-14 at Kamakhyanagar NAC,Providing wearing coat from Prasanta Dehury house towards Harijan sahi in Ward No-14 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"1,27,217",Civil Works - Others,NA ,Tender,30.0,NA ,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,KAMAKHYANAGAR NAC,No ,No,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-05/2025-26,2026_ORULB_125654_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EO,Internal,,Ranjulata Das,20-Apr-2026 01:17 PM,finsummary_579842.pdf (150.70 KB),EO,Internal,"JE,AE AND OTHER OFFICIAL STAFF",Ranjulata Das,20-Apr-2026 01:10 PM,techsummary_579842.pdf (150.70 KB),20-Apr-2026,"INR 127,217",30.0,Ranjulata Das,20-Apr-2026 01:27 PM,29.pdf (151.00 KB),L1 IN LOTERY,1.0,3395859.0,DILESWAR GARANAYAK,INR,"127,217",Municipal Bodies||Kamakhyanagar NAC,2026_ORULB_125654_29,KNR-NAC-05/2025-26,Providing wearing coat from Prasanta Dehury house towards Harijan sahi in Ward No-14 at Kamakhyanagar NAC,1,3397276,ANTARYAMI SAHU,16-Feb-2026 01:39 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,Finance,opening successfully,Pradata Sahoo,17-Feb-2026 03:16 PM,,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Affidavit and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3394432,BIRAJA PRASAD SASMAL,13-Feb-2026 10:43 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3392902,Dharmendra Das,12-Feb-2026 07:58 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3395859,DILESWAR GARANAYAK,14-Feb-2026 11:19 PM,Accepted-AOC,L1 IN LOTERY,20-Apr-2026 01:27 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3397288,JAIMINI KUMAR SAHU,16-Feb-2026 02:24 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3397816,JAJNESWAR NAIK,16-Feb-2026 01:30 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3397529,MANASA RANJAN KHATUA,16-Feb-2026 09:50 AM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3393904,NETRANANDA SAHOO,13-Feb-2026 03:23 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3396267,NIRUPAMA ROUL,16-Feb-2026 08:52 AM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3395494,Rajesh Roshan Behera,14-Feb-2026 08:28 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3397443,RAKESH KUMAR BISWAL,15-Feb-2026 10:19 PM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3397506,RASHMITA ROUT,16-Feb-2026 06:06 AM,Rejected-Finance,NOT L1 IN LOTTERY,20-Apr-2026 01:17 PM,,,,,,,AOC
