EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,28,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",25-Nov-2025 05:00 PM,11-Dec-2025 12:30 PM,25-Nov-2025 05:00 PM,09-Dec-2025 05:00 PM,25-Nov-2025 05:00 PM ,01-Dec-2025 05:00 PM ,25-Nov-2025 05:00 PM,09-Dec-2025 05:00 PM,23-Feb-2026 11:30 AM,Managing Director,"The Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2571444",Improvement of extension of water supply network to uncovered area of Joda ULB,Improvement of extension of water supply network to uncovered area of Joda ULB,Please refer Tender documents. ,NA ,"2,27,70,000",Civil Works - Water Works,NA ,Tender,120.0,365.0,"Joda, Kendujhar",758034.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"11,800",Nil,Nil,No,1.0,ICICI BANK,WATCO Bhubaneswar,WATCO (W)-25(04)/2025-26 Dtd.18.11.2025,2025_WATCO_121730_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,3291989,ARACHIS ZEPPELIN SERVICES PRIVATE LIMITED,09-Dec-2025 04:40 PM,Rejected-Technical,Technically disqualified,21-Feb-2026 12:30 PM,29-Apr-2026,"INR 19,357,187",365.0,JAYALAXMI BISWAL,29-Apr-2026 04:22 PM,AOC.pdf (1852.00 KB),Managing Director,Internal,,JAYALAXMI BISWAL,21-Feb-2026 12:30 PM,23-Feb-2026 11:30 AM,techsummary_566297.pdf (4875.77 KB),Finance,Six no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,23-Feb-2026 12:35 PM,,BOQ Comparative Chart,Technical,Seven no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,11-Dec-2025 03:00 PM,,WATCO Bhubaneswar,2025_WATCO_121730_1,WATCO (W)-25(04)/2025-26 Dtd.18.11.2025,Improvement of extension of water supply network to uncovered area of Joda ULB,Managing Director,Internal,,JAYALAXMI BISWAL,29-Apr-2026 04:19 PM,finsummary_566297.pdf (544.05 KB),1.0,3291779.0,JRCC Infra LLP,INR,"19,357,187",AOC
,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,3291054,Biswajeet Sahoo,09-Dec-2025 11:24 AM,Rejected-AOC,Not a lowest bidder,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3278572,DINABANDHU NAYAK,04-Dec-2025 02:16 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3291779,JRCC Infra LLP,09-Dec-2025 03:43 PM,Accepted-AOC,Lowest bidder in Lottery,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3291350,SAMRAT SWAIN,09-Dec-2025 01:10 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3277760,SANGRAM SWAIN,04-Dec-2025 12:06 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3291803,SUNIL KUMAR SAHOO,09-Dec-2025 03:44 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
