EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"21,100",Yes,fixed,,Nil,Nil,19-Feb-2026 12:00 PM,06-Mar-2026 11:00 AM,19-Feb-2026 12:00 PM,05-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 12:00 PM,05-Mar-2026 05:00 PM,SE Mayurbhanj (R and B) Division Baripada,O/o the SE Mayurbhanj (R and B) Division Baripada,S/R to BPBM Road from RD 36.300 km to 36.580 km and 37.350 km to 37.980 km BT repair of SDBC for the year 2025-26,S/R to BPBM Road from RD 36.300 km to 36.580 km and 37.350 km to 37.980 km BT repair of SDBC for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,30.0,Baripada,757001.0,NA ,NA ,NA ,O/o the SE Mayurbhanj (R and B) Division Baripada,No ,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,Bid Id No. SE- 80/2025-26,2026_EICCL_126223_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, EMD, GSTIN, PAN, Affidavit, Machinery and other required documents as per DTCN",AOC,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,07-Apr-2026 06:33 PM,finsummary_581860.pdf (339.41 KB),EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2026_EICCL_126223_7,Bid Id No. SE- 80/2025-26,S/R to BPBM Road from RD 36.300 km to 36.580 km and 37.350 km to 37.980 km BT repair of SDBC for the year 2025-26,1.0,3415431.0,RANJEETA PRUSTY,INR,"2,104,271",Finance,Bid opened,Ansuman Mohapatra,07-Apr-2026 05:55 PM,finance_581860.pdf,BOQ Comparative Chart,1,3420250,ARPIT ROUT,05-Mar-2026 03:06 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,07-Apr-2026,"INR 2,104,271",30.0,Ansuman Mohapatra,07-Apr-2026 06:48 PM,Agmt_0001.pdf (339.00 KB),Agreement drawn,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,07-Apr-2026 05:58 PM,techsummary_581860.pdf (197.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,2,3420229,BHANU SHANKAR MISHRA,05-Mar-2026 04:12 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3420319,CHANDAN KUMAR BEHERA,05-Mar-2026 03:51 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3412604,DAYANIDHI PATRA,02-Mar-2026 05:57 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3420393,PRADEEP KUMAR PARIDA,05-Mar-2026 03:44 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3420519,PRADIP KUMAR LENKA,05-Mar-2026 04:51 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3416247,Prasanta Kumar Behera,05-Mar-2026 10:54 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3419050,PRIYABRATA NAYAK,05-Mar-2026 12:39 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3419059,PUNEET KUMAR SAHOO,05-Mar-2026 01:03 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,07-Apr-2026 06:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3415431,RANJEETA PRUSTY,04-Mar-2026 06:07 PM,Accepted-AOC,Work order issued,07-Apr-2026 06:48 PM,,,,,,,,,,,,,,AOC
