Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,"6,010",Yes,fixed,,Nil,Nil,20-Feb-2026 10:00 AM,05-Mar-2026 11:30 AM,20-Feb-2026 10:00 AM,02-Mar-2026 05:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,02-Mar-2026 05:00 PM,"EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY","EXECUTIVE OFFICER, BIRMITRAPUR MUNICIPALITY",1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,1.0,ICICI BANK,Municipal Bodies||Birmitrapur Municipality,EO/BRMP/04/2025-26,2026_ORULB_126260_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of livelihood Center at Mahuatoli w.no-01 of Biramitrapur Municipality,Improvement of livelihood Center at Mahuatoli w.no-01 of Biramitrapur Municipality,Please refer Tender documents. ,NA ,"6,00,851",Civil Works - Others,NA ,Rate Contract,180.0,90.0,BIRMITRAPUR MUNICIPALITY,770033.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER,BIRMITRAPUR MUNICIPALITY",No ,No,AOC,Chairman,Internal,,RAKSHEE HARIJAN,24-Apr-2026 06:41 PM,finsummary_581944.pdf (42.08 KB),Chairperson,Internal,,RAKSHEE HARIJAN,22-Apr-2026 09:42 AM,techsummary_581944.pdf (42.08 KB),24-Apr-2026,"INR 600,851.1",90.0,RAKSHEE HARIJAN,24-Apr-2026 06:47 PM,971.pdf (1374.00 KB),1,3415087,ARUN BEHERA,01-Mar-2026 10:58 AM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,Municipal Bodies||Birmitrapur Municipality,2026_ORULB_126260_12,EO/BRMP/04/2025-26,Improvement of livelihood Center at Mahuatoli w.no-01 of Biramitrapur Municipality,1.0,3416036.0,DEEPAK KUMAR THAKUR,INR,"600,851.1",Finance,open,RAKSHEE HARIJAN,11-Mar-2026 05:39 PM,finance_581944.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3415642,ASHOK SUNANI,01-Mar-2026 10:09 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3416036,DEEPAK KUMAR THAKUR,02-Mar-2026 11:36 AM,Accepted-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3415137,DEVMUNGA SURYA CONSTRUCTION,01-Mar-2026 10:22 AM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3416700,MOHAMMAD FAHIM AKHTAR,02-Mar-2026 02:58 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3415582,NIKHIL KUMAR AGARWAL,01-Mar-2026 09:18 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3414767,NIRAJ KUMAR MISHRA,28-Feb-2026 03:32 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3415042,RABI THAKUR,28-Feb-2026 10:10 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3416735,RAJIV KUMAR JHA,02-Mar-2026 03:18 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3416606,RAMBATAR SUNARI,02-Mar-2026 02:36 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3415923,SANJAY JHA,02-Mar-2026 12:01 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3414850,SANTOSH SAHU,28-Feb-2026 05:46 PM,Rejected-AOC,Lottery,24-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,AOC
