Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Completion of CRC building at Guhariasahi in Ward No.- 14,Construction work,Please refer to the tender document. ,NA ,"2,71,186",Civil Works - Others,NA ,Tender,120.0,90.0,"Soro Municipality, Soro",756045.0,NA ,NA ,NA ,"Office of the Soro Municipality, Soro",No ,No,"2,712",Yes,fixed,,Nil,Nil,Municipal Bodies||Soro Municipality,SOROM_06_2025-26,2025_ORULB_122362_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, soro Municipality","Executive Officer, soro Municipality",05-Dec-2025 10:00 AM,16-Dec-2025 10:00 AM,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN Card, PAN Card, Affidavits and as per DTCN","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,06-Apr-2026 11:00 AM,finsummary_569057.pdf (1698.88 KB),"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,06-Apr-2026 08:19 AM,techsummary_569057.pdf (1698.88 KB),Municipal Bodies||Soro Municipality,2025_ORULB_122362_55,SOROM_06_2025-26,Completion of CRC building at Guhariasahi in Ward No.- 14,1.0,3299838.0,RASA SEKHAR MOHANTY,INR,"230,535.21",1,3302422,ANANTA BEHERA,15-Dec-2025 09:02 AM,Rejected-Finance,L1,06-Apr-2026 11:00 AM,06-Apr-2026,"INR 230,535.21",90.0,Biswo Ranjan Pradhan,06-Apr-2026 11:03 AM,W55.pdf (642.00 KB),Finance,3 Bidders have participated and all have quoted the same price.,Sanjaya Kumar Sena,20-Dec-2025 11:00 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3300061,Gouraranjan Das,13-Dec-2025 06:24 PM,Rejected-Finance,L1,06-Apr-2026 11:00 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3299838,RASA SEKHAR MOHANTY,13-Dec-2025 04:47 PM,Accepted-AOC,Work order,06-Apr-2026 11:03 AM,,,,,,,,,,,,,AOC
