EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,620",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Hinjilicut Municipal Council,HIN-MUN-04/2025-26,2025_ORULB_122550_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,HINJILICUT MUNICIPALITY,"Redevelopment of Crematorium Yard Near Jayamangal Cenal,Ward no-20 Under Hinjilicut Municipality","Redevelopment of Crematorium Yard Near Jayamangal Cenal,Ward no-20 Under Hinjilicut Municipality",Please refer Tender documents. ,NA ,"6,62,024",Civil Works - Others,NA ,Tender,60.0,60.0,HINJILICUT MUNICIPALITY,761102.0,NA ,NA ,NA ,HINJILICUT MUNICIPALITY,No ,No,07-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,07-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,07-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,1,ICICI BANK,AOC,Chairperson Hinjilicut Municipality,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Sukanta Chandra Beura,21-Apr-2026 08:33 AM,techsummary_569824.pdf (313.54 KB),Chairperson Hinjilicut Municipality,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Accountant, Hinjilicut Municipality",Sukanta Chandra Beura,21-Apr-2026 08:42 AM,finsummary_569824.pdf (337.17 KB),Finance,2 nos. of bidder participated and document downloaded successfully.,Sukanta Chandra Beura,22-Dec-2025 04:09 PM,finance_569824.pdf,BOQ Comparative Chart,1,3312785,Rohita Kumar Bisoyi,17-Dec-2025 10:42 PM,Accepted-AOC,As per transparent lottery system,21-Apr-2026 08:50 AM,Municipal Bodies||Hinjilicut Municipal Council,2025_ORULB_122550_25,HIN-MUN-04/2025-26,"Redevelopment of Crematorium Yard Near Jayamangal Cenal,Ward no-20 Under Hinjilicut Municipality",1.0,3312785.0,Rohita Kumar Bisoyi,INR,"562,786.51",21-Apr-2026,"INR 562,786.51",60.0,Sukanta Chandra Beura,21-Apr-2026 08:50 AM,AOC.pdf (390.00 KB),AOC
,,,,,,,,,,,,,.pdf,"Scan copy of GST clearance, License, Financial document and other documents as mentioned in DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3314180,SRIKANTA KUMAR NAYAK,18-Dec-2025 02:37 PM,Rejected-AOC,As per transparent lottery system,21-Apr-2026 08:50 AM,,,,,,,,,,,,,,,,AOC
