S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3350039.0,3RD ROCK ENTERTAINMENT PRIVATE LIMITED,INR,"9,300,000",Finance,Bid opening summary,Santosh Kumar Behera,10-Jan-2026 10:04 AM,finance_574497.pdf,BOQ Comparative Chart,Santosh Kumar Behera,Internal,SE Keonjhar R and B Division DAO-I Keonjhar R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,15-Apr-2026 05:52 PM,finsummary_574497.pdf (86.42 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,2026_EICCL_124190_1,CCEKC 01/2025-26,Setup the Venue for visit of Honble CM Odisha,Santosh Kumar Behera,Internal,SE Keonjhar R and B Division DAO-I Keonjhar R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,10-Jan-2026 02:23 PM,techsummary_574497.pdf (724.63 KB),1,3350039,3RD ROCK ENTERTAINMENT PRIVATE LIMITED,09-Jan-2026 04:39 PM,Accepted-AOC,1st Lowest Bidder,15-Apr-2026 05:54 PM,15-Apr-2026,"INR 9,300,000",5.0,Santosh Kumar Behera,15-Apr-2026 05:54 PM,WorkOrder.pdf (6557.00 KB),1st Lowest Bidder,AOC,05-Jan-2026 09:00 AM,10-Jan-2026 09:05 AM,05-Jan-2026 09:00 AM,10-Jan-2026 09:00 AM,NA ,NA ,05-Jan-2026 09:00 AM,10-Jan-2026 09:00 AM,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,CCEKC 01/2025-26,2026_EICCL_124190_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1,Revised price bid,BOQ,,Setup the Venue for visit of Honble CM Odisha,Setup the Venue for visit of Honble Chief Minister Odisha,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,5.0,Keonjhar,758001.0,NA ,NA ,NA ,CCE Keonjhar,No ,No,1,ICICI BANK,"2,00,000",No,fixed,,Nil,Nil,CCE Keonjhar,O/o the CCE Keonjhar,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical documents as per Tender Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3350183,COLOR PLUS,09-Jan-2026 07:33 PM,Rejected-Finance,2nd Lowest Bidder,15-Apr-2026 05:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1st Corrigendum,Other,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Price Bid,AOC
