Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,cover1,Sanjukta Marndi,02-Apr-2026 06:05 PM,finance_580381.pdf,BOQ Comparative Chart,1.0,3394158.0,JHUNALATA BISWAL,INR,"2,790,965",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2026_CERWI_125767_8,NCB 18 OF 2025-26,Periodical Maintenance to NH-6 to Chemena from ch 0/450 to 2/180 for the year 2025- 26.,SE,Internal,,Sanjukta Marndi,02-Apr-2026 06:20 PM,finsummary_580381.pdf (700.56 KB),SE,Internal,,Sanjukta Marndi,02-Apr-2026 06:08 PM,techsummary_580381.pdf (700.56 KB),1,3395504,BIJAY KUMAR NAIK,13-Feb-2026 09:49 PM,Rejected-AOC,REJECTED,07-Apr-2026 05:00 PM,07-Apr-2026,"INR 2,790,965",30.0,Kapileswar Singh,07-Apr-2026 05:00 PM,NH6_CHEMENA.pdf (700.00 KB),AOC,Periodical Maintenance to NH-6 to Chemena from ch 0/450 to 2/180 for the year 2025- 26.,Periodical Maintenance to NH-6 to Chemena from ch 0/450 to 2/180 for the year 2025- 26.,Please refer Tender documents. ,NA ,"27,91,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GST AS PER ANNEXURE",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 18 OF 2025-26,2026_CERWI_125767_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,09-Feb-2026 05:00 PM,16-Feb-2026 11:00 AM,09-Feb-2026 05:00 PM,14-Feb-2026 05:00 PM,09-Feb-2026 05:00 PM ,13-Feb-2026 05:00 PM ,09-Feb-2026 05:00 PM,14-Feb-2026 05:00 PM,SUPERINTENDING ENGINEER,"R.W DIVISION-I,KEONJHAR","6,000",0.0,Nil,Nil,No,"27,910",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3395926,DIPAK KUMAR BEHERA,14-Feb-2026 04:15 PM,Rejected-AOC,REJECTED,07-Apr-2026 05:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3394158,JHUNALATA BISWAL,13-Feb-2026 05:08 PM,Accepted-AOC,ACCEPTED,07-Apr-2026 05:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3394320,SANTOSH KUMAR MAHANTA,12-Feb-2026 10:06 PM,Rejected-AOC,REJECTED,07-Apr-2026 05:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3393586,UMESHCHANDRA MUNDA,12-Feb-2026 01:36 PM,Rejected-AOC,REJECTED,07-Apr-2026 05:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
