S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3367271.0,Satyajit Pradhan,INR,"6,071,623.87",ST and SC Development Deptt||ITDA Tileibani,2026_STSCD_124448_1,ITDA (T)-06 / 2025-26,Construction Of 4nos Of Staff Quarter For Teaching Staff At Gayalmara Ashram School In Barkote Block,Technical,Successfully opened on dated 28.01.2026 at 10.00 A.M.,SURENDRA NATH KAR,07-Feb-2026 02:41 PM,technical_575233.pdf,"Collector, Deogarh-cum-Chairmen ITDA, Tileibani",Internal,JEITDA AEE ITDA Superintending Engineer RWD PA ITDA,Sandhya Majhi,20-Apr-2026 07:24 PM,finsummary_575233.pdf (998.33 KB),"Collector, Deogarh-cum-Chairmen ITDA, Tileibani",Internal,JE ITDA AEE ITDA TILEIBANI SUPERINTENDING ENGINEER RWD DEOGARH PA ITDA TILEIBANI,SURENDRA NATH KAR,07-Feb-2026 03:17 PM,07-Feb-2026 05:00 PM,techsummary_575233.pdf (411.22 KB),Finance,Successfully opened,SURENDRA NATH KAR,20-Apr-2026 06:36 PM,finance_575233.pdf,BOQ Comparative Chart,1,3367264,SABYASACHI PRADHAN,27-Jan-2026 03:21 PM,Rejected-AOC,Looser,22-Apr-2026 01:04 PM,21-Apr-2026,"INR 6,071,623.87",274.0,Sandhya Majhi,22-Apr-2026 01:04 PM,Satyajitpradhan.pdf (380.00 KB),AOC,"11,800",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Tileibani,ITDA (T)-06 / 2025-26,2026_STSCD_124448_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"63,912",Yes,fixed,,Nil,Nil,PA ITDA TILEIBANI,"AT- PA ITDA, Tileibani Deogarh",12-Jan-2026 10:00 AM,28-Jan-2026 10:00 AM,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,12-Jan-2026 10:00 AM ,27-Jan-2026 05:00 PM ,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,07-Feb-2026 05:00 PM,Construction Of 4nos Of Staff Quarter For Teaching Staff At Gayalmara Ashram School In Barkote Block,Construction Of 4nos Of Staff Quarter For Teaching Staff At Gayalmara Ashram School In Barkote Block,Please refer Tender documents. ,NA ,"63,91,183",Civil Works - Buildings,NA ,Tender,90.0,274.0,Gayalmara Ashram Sachool in Barkote Block,768110.0,NA ,NA ,NA ,OFFICE OF THE ITDA TILEIBANI,No ,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,As per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3367271,Satyajit Pradhan,27-Jan-2026 03:21 PM,Accepted-AOC,Winner,22-Apr-2026 01:04 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,AS per BOQ,AOC
