Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Municipal Bodies||Soro Municipality,2025_ORULB_122362_11,SOROM_06_2025-26,Construction of Culvert Near Tiku Ray house in Ward No.- 03,1.0,3294733.0,KALPALATA SETHI,INR,"122,472.09",1,3299858,BISWORANJAN DAS,15-Dec-2025 11:11 AM,Rejected-Finance,L1,04-Apr-2026 12:21 PM,04-Apr-2026,"INR 122,472.09",90.0,Biswo Ranjan Pradhan,04-Apr-2026 12:25 PM,W11.pdf (723.00 KB),Finance,6 bidders have participated and all have quoted the same price.,Sanjaya Kumar Sena,19-Dec-2025 12:53 PM,,BOQ Comparative Chart,"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,04-Apr-2026 12:21 PM,finsummary_568656.pdf (1450.50 KB),"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,02-Apr-2026 03:59 PM,techsummary_568656.pdf (1450.50 KB),AOC,600.0,0.0,Nil,Nil,No,Municipal Bodies||Soro Municipality,SOROM_06_2025-26,2025_ORULB_122362_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,441",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN Card, PAN Card, Affidavits and as per DTCN","Executive Officer, soro Municipality","Executive Officer, soro Municipality",Construction of Culvert Near Tiku Ray house in Ward No.- 03,Construction work,Please refer to the tender document. ,NA ,"1,44,068",Civil Works - Others,NA ,Tender,120.0,90.0,"Soro Municipality, Soro",756045.0,NA ,NA ,NA ,"Office of the Soro Municipality, Soro",No ,No,05-Dec-2025 10:00 AM,16-Dec-2025 10:00 AM,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,2,3296956,HARISH CHANDRA RAY,15-Dec-2025 09:36 AM,Rejected-Finance,L1,04-Apr-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,3294733,KALPALATA SETHI,14-Dec-2025 06:53 PM,Accepted-AOC,Work Order,04-Apr-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3294221,MANOJ KUMAR MANDAL,15-Dec-2025 11:06 AM,Rejected-Finance,L1,04-Apr-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3301405,MAYADHAR BEHERA,14-Dec-2025 04:18 PM,Rejected-Finance,L1,04-Apr-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3301111,RAJAT KUMAR DAS,14-Dec-2025 02:04 PM,Rejected-Finance,L1,04-Apr-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
