Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
FA and CAO,Internal,,Bedabandhu Mallick,20-Feb-2026 05:31 PM,20-Feb-2026 05:40 PM,techsummary_570331.pdf (6040.33 KB),Odisha State Warehousing Corporation,2025_OSWC_122789_6,4460/OSWC/Civil/20/2025-26 dt.04.12.2025,Construction of 800 MT godown at SWC Kesinga,1.0,3322398.0,M/s. STANGLOBE INFRATECH. Prop. JYOTIRMAYEE ROUTRAY,INR,"8,494,506",Finance,OPENING,Bedabandhu Mallick,21-Feb-2026 12:48 PM,,BOQ Comparative Chart,1,3309332,Gupteswar Behera,19-Dec-2025 07:12 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,Technical,Opening,Pradeep Kumar Panda,26-Dec-2025 11:53 AM,,17-Apr-2026,"INR 8,494,506",240.0,Smitanjali Swain,16-Apr-2026 06:07 PM,20DAOC.pdf (1260.00 KB),CONSTRUCTION OF 800 MT GODOWN AT SWC KESINGA,FAANDCAO,Internal,"SECRETARY, CGM, AE",Smitanjali Swain,16-Apr-2026 04:53 PM,finsummary_570331.pdf (2046.04 KB),AOC,Odisha State Warehousing Corporation,4460/OSWC/Civil/20/2025-26 dt.04.12.2025,2025_OSWC_122789_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Managing Director, OSWC","O/o the Odisha State Warehousing Corporation, Cuttack Road, Bhubaneswar","99,924",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost, Bid Security Declaration, PAN, GSTIN, Affidavits and Other documents as per DTCN",Construction of 800 MT godown at SWC Kesinga,Construction of 800 MT godown at SWC Kesinga,Please refer Tender documents. ,NA ,"99,92,361",Civil Works - Others,NA ,Tender,90.0,240.0,Kesinga,751006.0,NA ,NA ,NA ,O/o the Odisha State WareHousing Corporation,No ,No,"11,800",Nil,Nil,No,1.0,ICICI BANK,08-Dec-2025 04:45 PM,24-Dec-2025 03:00 PM,08-Dec-2025 04:45 PM,23-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 04:45 PM,23-Dec-2025 05:00 PM,20-Feb-2026 05:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3324761,HEMANTA KUMAR BEHERA,23-Dec-2025 04:07 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3323979,JYOTIRMAY PATRA,23-Dec-2025 12:28 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3322398,M/s. STANGLOBE INFRATECH. Prop. JYOTIRMAYEE ROUTRAY,22-Dec-2025 01:43 PM,Accepted-AOC,SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3324014,NAIMISH KUMAR PADHAN,23-Dec-2025 10:36 AM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3323084,PRAGATI MARTHA,22-Dec-2025 05:25 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3324395,SHASHIRAM MANGARAJ,23-Dec-2025 02:19 PM,Rejected-AOC,NOT SELECTED IN LOTTERY,16-Apr-2026 06:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
