Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN Card, PAN Card, Affidavits and as per DTCN","Executive Officer, soro Municipality","Executive Officer, soro Municipality","2,000",0.0,Nil,Nil,No,Construction of Drain from Kua Chhaka To Rahimudin Saha House in Ward No-06,Construction work,Please refer to the tender document. ,NA ,"2,11,864",Civil Works - Others,NA ,Tender,120.0,90.0,"Soro Municipality, Soro",756045.0,NA ,NA ,NA ,"Office of the Soro Municipality, Soro",No ,No,Municipal Bodies||Soro Municipality,SOROM_06_2025-26,2025_ORULB_122362_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,119",Yes,fixed,,Nil,Nil,05-Dec-2025 10:00 AM,16-Dec-2025 10:00 AM,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 10:00 AM,15-Dec-2025 05:00 PM,1,ICICI BANK,AOC,"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,02-Apr-2026 05:13 PM,techsummary_568878.pdf (850.19 KB),"EO, ME, JE, BFO, STO, Chairperson",Internal,"EO, ME, JE, BFO, STO, Chairperson",Biswo Ranjan Pradhan,04-Apr-2026 02:49 PM,finsummary_568878.pdf (850.19 KB),Finance,2 Bidders have participated and all have quoted the same price.,Sanjaya Kumar Sena,19-Dec-2025 02:51 PM,,BOQ Comparative Chart,Municipal Bodies||Soro Municipality,2025_ORULB_122362_22,SOROM_06_2025-26,Construction of Drain from Kua Chhaka To Rahimudin Saha House in Ward No-06,1.0,3298332.0,NIKHAT JAHAN,INR,"180,105.53",1,3298332,NIKHAT JAHAN,12-Dec-2025 05:58 PM,Accepted-AOC,Work order,04-Apr-2026 02:54 PM,04-Apr-2026,"INR 180,105.53",90.0,Biswo Ranjan Pradhan,04-Apr-2026 02:53 PM,W22.pdf (498.00 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3299672,RAJAT KUMAR DAS,14-Dec-2025 02:37 PM,Rejected-Finance,L1,04-Apr-2026 02:49 PM,,,,,,,AOC
