Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
30-Apr-2026,"INR 88,457,297",365.0,Bikram Keshari Malla,30-Apr-2026 12:24 PM,MULTIPURPOSE_KANTA.pdf (79.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 23.04.2026,1,3421315,AVR INFRATECH PVT LTD,06-Mar-2026 01:16 PM,Accepted-AOC,QUALIFIED BIDDER,30-Apr-2026 12:24 PM,1.0,3421315.0,AVR INFRATECH PVT LTD,INR,"88,457,297",Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_125938_17,27/OPHWC/2025-26,"Cluster for Constn. of 1.Multipurpose Hall and 2.Indoor Sports Complex at Kantabanji Vocational College, Kantabanji, Bolangir",Technical,4 Nos. of bidders have been participated.,LAXMIPRIYA NAYAK,07-Mar-2026 11:33 AM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,30-Apr-2026 12:21 PM,finsummary_581693.pdf (372.58 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,25-Mar-2026 11:25 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,24-Mar-2026 06:29 PM,25-Mar-2026 10:30 AM,techsummary_581693.pdf (184.66 KB),AOC,"11,800",0.0,Nil,Nil,No,"Cluster for Constn. of 1.Multipurpose Hall and 2.Indoor Sports Complex at Kantabanji Vocational College, Kantabanji, Bolangir",Building Work,Please refer Tender documents. ,NA ,"8,84,66,143",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bolangir,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,27/OPHWC/2025-26,2026_OSPHW_125938_17,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,17-Feb-2026 06:55 PM,07-Mar-2026 10:30 AM,17-Feb-2026 06:55 PM,06-Mar-2026 05:00 PM,NA ,NA ,17-Feb-2026 06:55 PM,06-Mar-2026 05:00 PM,25-Mar-2026 10:30 AM,"8,84,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3421022,BIJAY KUMAR AGRAWAL,06-Mar-2026 11:06 AM,Rejected-Finance,DUE TO L2 BIDDER,30-Apr-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3421218,RAPS INFRATECH PRIVATE LIMITED,06-Mar-2026 01:47 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j) and adequate valid documents to secure qualifying marks in Sch C as per DTCN Cl. No. 13 and 110(f).,24-Mar-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3421513,SHRADDHA CONSTRUCTION CO,06-Mar-2026 04:26 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j) and valid Electrical MOU as per DTCN Cl. No. 10 and 110(h) and valid Fire Fighting MOU as per DTCN Cl. No. 10 (vi) and 110(i).,24-Mar-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
