S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,19-Feb-2026 02:00 PM,25-Feb-2026 11:00 AM,19-Feb-2026 02:00 PM,24-Feb-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,24-Feb-2026 05:00 PM,Improvement of canal service road from RD 0.500 km to 1.100 km of Dhutiguda minor.,CANAL ROAD WORK,AS PER DTCN ,NA ,"8,76,162",Civil Works - Roads,NA ,Tender,90.0,60.0,BORIGUMMA,764056.0,NA ,NA ,NA ,"Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",No ,No,"SE UKIDIVN, Borigumma,Dist-Koraput","Office of the Superintending Engineer, U.K.I.Division,Borigumma, Dist- Koraput, PIN 764056",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GST Registration Certificate, GSTIN, PAN and Contractor RC, No Relation Certificate, etc.",CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,SEUKID-04/2025-26 (SL01),2026_UPIDB_125784_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,800",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,AOC,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Upper Kolab Irrigation Division Borigumma,2026_UPIDB_125784_2,SEUKID-04/2025-26 (SL01),Improvement of canal service road from RD 0.500 km to 1.100 km of Dhutiguda minor.,"SE,UKID,Borigumma",Internal,"Divisional Accountant , Estimator",Narendra Kumar Sitha,09-Mar-2026 12:06 PM,finsummary_581937.pdf (344.91 KB),Finance,Bid opening summary,Narendra Kumar Sitha,26-Feb-2026 12:02 PM,finance_581937.pdf,BOQ Comparative Chart,1.0,3409069.0,BIKASH PATNAIK,INR,"876,162",1,3407243,AMIT KUMAR BISHOI,21-Feb-2026 08:54 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,13-Mar-2026,"INR 876,162",60.0,Narendra Kumar Sitha,22-Apr-2026 12:57 PM,WO01.pdf (224.00 KB),Work Order,"SE,UKID,Borigumma",Internal,"Divisional Accountant , Estimator",Narendra Kumar Sitha,05-Mar-2026 05:56 PM,techsummary_581937.pdf (191.15 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Tender cost, EMD, undertaking, Check list, and any other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3409334,ANUKULA CHANDRA PATTNAIK,24-Feb-2026 11:08 AM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3406129,BASANTA KUMAR TRIPATHY,24-Feb-2026 11:38 AM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3408657,BIJAYA KUMAR MADALA,23-Feb-2026 09:11 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3408099,BIJAY KUMAR PANDA,23-Feb-2026 12:54 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3409069,BIKASH PATNAIK,23-Feb-2026 09:43 PM,Accepted-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3409432,BINIT RAJ SATMAN,24-Feb-2026 12:26 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3407855,DINESH PATNAIK,23-Feb-2026 09:57 AM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3406032,KARUNA MOHANDIA,20-Feb-2026 06:06 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3407266,PADMAN BISOI,21-Feb-2026 09:37 PM,Rejected-AOC,Qualified in transparent lottery system.,22-Apr-2026 12:57 PM,,,,,,,,,,,,,,AOC
