Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,Tender Status,Sudam Chandra Patel,03-Feb-2026 07:20 PM,finance_566705.pdf,BOQ Comparative Chart,COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division, PA, ITDA, Sundargarh",LAXMAN SAHOO,02-Feb-2026 06:29 PM,03-Feb-2026 11:00 AM,techsummary_566705.pdf (525.00 KB),08-Apr-2026,"INR 13,936,143",330.0,LAXMAN SAHOO,13-Apr-2026 12:28 PM,Badkhalia50.pdf (7957.00 KB),AOC,1,3288687,BHABANI SHANKAR PATEL,11-Dec-2025 08:38 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,1.0,3300640.0,RIGAN KUMAR PATEL,INR,"13,936,143",COLLECTOR SUNDARGARH,Internal,"AEE, ITDA, SE, MI Division and PA, ITDA, Sundargarh",LAXMAN SAHOO,13-Feb-2026 07:00 PM,finsummary_566705.pdf (546.25 KB),ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_121904_3,ITDASNG-05/2025-26,Construction of 50 seated PSH building at Badkhalia in Lephripara Block,Technical,Tender Status,LAXMAN SAHOO,02-Feb-2026 05:46 PM,technical_566705.pdf,AOC,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-05/2025-26,2025_STSCD_121904_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of 50 seated PSH building at Badkhalia in Lephripara Block,Construction of 50 seated PSH building at Badkhalia in Lephripara Block,Please refer Tender documents. ,NA ,"1,63,93,534",Civil Works - Buildings,NA ,Tender,90.0,330.0,Sundargarh,770001.0,NA ,NA ,NA ,ITDA Sundargarh,No ,No,"1,63,935",Yes,fixed,,Nil,Nil,28-Nov-2025 11:00 AM,17-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 11:00 AM,16-Dec-2025 05:00 PM,03-Feb-2026 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Liscence, pancard, GSTIN, Affidavits and other documents as per DTCN","10,000",0.0,Nil,Nil,No,Project Administrartor,ITDA Sundargarh,AOC
,,,,,,,,,,,,,,,,,,,,2,3307282,BIKASH RANJAN PATTANAIK,16-Dec-2025 01:42 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3305344,BIKRAM PATEL,16-Dec-2025 01:07 AM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3308536,BISWAJIT TARINIPRASANNA JENA,16-Dec-2025 04:13 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3304303,HIMANCHAL CHOUDHURY,15-Dec-2025 04:24 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3307895,MANOJ KUMAR CHOUDHURY,16-Dec-2025 04:13 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3308702,MOHIT PATEL,16-Dec-2025 04:37 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3301417,PRITAM PRATAP NAIK,14-Dec-2025 04:29 PM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3302507,RAJIB LOCHAN ACHARYA,15-Dec-2025 10:47 AM,Rejected-AOC,Not qualified,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3300640,RIGAN KUMAR PATEL,14-Dec-2025 12:58 PM,Accepted-AOC,1st lowest in lottery,13-Apr-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
