Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,2 Nos. of bidders have participated.,Santosh Kumar Behera,26-Nov-2025 05:08 PM,,BOQ Comparative Chart,04-Apr-2026,"INR 985,782.85",90.0,Sanjay Kumar Mohanty,04-Apr-2026 07:40 AM,WO09202526047.pdf (323.00 KB),"The work is awarded to Sri Madhab Kumar Sethi, C Class Contractor.",1.0,3243408.0,MADHABA KUMAR SETHI,INR,"985,782.85",Municipal Bodies||Balangir Municipality,2025_ORULB_120809_47,BLGR MPTY/09(01-114)/2025-26,Improvement of road from Fancy Cottage to Durga Mandir Chhak.W.No.11,1,3243408,MADHABA KUMAR SETHI,21-Nov-2025 10:55 AM,Accepted-AOC,L1,04-Apr-2026 07:40 AM,"Smt. Lika Sahu, Chairperson, Balangir Municipality",Internal,"Chairperson,Executive Officer,Municipal Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,02-Apr-2026 04:46 PM,techsummary_562487.pdf (437.64 KB),"Smt. Lika Sahu, Chairperson, Balangir Municipality",Internal,"Chairperson,Executive Officer,Municipal Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,02-Apr-2026 05:06 PM,finsummary_562487.pdf (193.55 KB),AOC,07-Nov-2025 11:00 AM,24-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",Municipal Bodies||Balangir Municipality,BLGR MPTY/09(01-114)/2025-26,2025_ORULB_120809_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,163",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",Improvement of road from Fancy Cottage to Durga Mandir Chhak.W.No.11,Road Work,Please refer tender documents ,NA ,"10,16,271",Civil Works - Roads,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3242303,SHIBA PRASAD BEHERA,21-Nov-2025 09:46 AM,Rejected-Finance,other then L1 percentage rate Bidder,02-Apr-2026 05:06 PM,,,,,,,,,,,,,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC
