Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, APS, PAN, Affidavit, Licence, Etc. as per DTCN",S/R to Road from Langbahal to Kurmulei Road in the District of Sambalpur for the year 2025-26.,S/R to Road from Langbahal to Kurmulei Road in the District of Sambalpur for the year 2025-26.,Please refer Tender documents. ,NA ,"39,87,031",Civil Works - Roads,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,22-Jan-2026 09:00 AM,30-Jan-2026 11:00 AM,22-Jan-2026 09:00 AM,29-Jan-2026 05:00 PM,22-Jan-2026 09:00 AM ,28-Jan-2026 05:00 PM ,22-Jan-2026 09:00 AM,29-Jan-2026 05:00 PM,"39,870",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender-13 RWD Kuchinda 2025-26,2026_CERWI_124961_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"O/o the Superintending Engineer, Rural Works Division, Kuchinda",AOC,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2026_CERWI_124961_5,Online Tender-13 RWD Kuchinda 2025-26,S/R to Road from Langbahal to Kurmulei Road in the District of Sambalpur for the year 2025-26.,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimator",Debarsi Naik,17-Feb-2026 01:45 PM,finsummary_577300.pdf (328.03 KB),Finance,Bid Opened,Debarsi Naik,31-Jan-2026 07:17 PM,finance_577300.pdf,BOQ Comparative Chart,1.0,3371456.0,SHAKTI SWARUP MOHANTY,INR,"2,950,403",20-Feb-2026,"INR 2,950,403",30.0,Debarsi Naik,29-Apr-2026 01:15 PM,img056.pdf (568.00 KB),AOC,1,3372279,BIKASH RANJAN PATTANAIK,29-Jan-2026 03:58 PM,Rejected-Finance,Reject,17-Feb-2026 01:45 PM,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimator",Debarsi Naik,05-Feb-2026 02:20 PM,techsummary_577300.pdf (500.39 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3368006,GURSIMRAN SALUJA,28-Jan-2026 05:35 PM,Rejected-Finance,Reject,17-Feb-2026 01:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3372502,MOHAN KUMAR AGRAWAL,29-Jan-2026 03:51 PM,Rejected-Finance,Reject,17-Feb-2026 01:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3371446,NEHA BHATTACHARYA,29-Jan-2026 10:46 AM,Rejected-Finance,Reject,17-Feb-2026 01:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3371456,SHAKTI SWARUP MOHANTY,29-Jan-2026 10:25 AM,Accepted-AOC,Accepted,29-Apr-2026 01:15 PM,,,,,,,AOC
