Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er. Ajaya Naik,Internal,"JE, (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,11-Apr-2026 11:38 AM,techsummary_565276.pdf (799.88 KB),PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2025_PHEO_121505_1,"SEPH-DIVISION, CTC- 32 (01) of 2025-26",Installation of electromagnetic Flow Meter at different location of Choudwar Municipality.,1.0,3256976.0,SASMITA MOHANTY,INR,"1,356,210",1,3245476,J.B.S. Construction,21-Nov-2025 08:42 PM,Rejected-AOC,do not won the lottery,11-Apr-2026 11:46 AM,11-Apr-2026,"INR 1,356,210",30.0,Ajaya Kumar Naik,11-Apr-2026 11:46 AM,cssss.pdf (800.00 KB),Finance,"The validity of tenders depends on the result of scrutiny of the scanned documents. After qualifying in the technical bid, the financial bid is opened and down loaded for comparison.",Ajaya Kumar Naik,03-Dec-2025 12:13 PM,,BOQ Comparative Chart,Er. Ajaya Naik,Internal,"JE, (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,11-Apr-2026 11:42 AM,finsummary_565276.pdf (799.88 KB),AOC,"6,000",0.0,Nil,Nil,No,Installation of electromagnetic Flow Meter at different location of Choudwar Municipality.,Installation of electromagnetic Flow Meter at different location of Choudwar Municipality.,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,30.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,"OO Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack",1.0,ICICI BANK,18-Nov-2025 01:00 PM,03-Dec-2025 11:00 AM,18-Nov-2025 01:00 PM,02-Dec-2025 05:00 PM,18-Nov-2025 01:00 PM ,24-Nov-2025 05:00 PM ,18-Nov-2025 01:00 PM,02-Dec-2025 05:00 PM,PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION, CTC- 32 (01) of 2025-26",2025_PHEO_121505_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN","16,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,3270490,RAJAKRUSHNA SAHOO,01-Dec-2025 06:46 PM,Rejected-Finance,Not qualified,11-Apr-2026 11:42 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,AOC
,,,,,,,,,,,,,,,3,3260585,RANJIT KUMAR PRADHAN,27-Nov-2025 04:01 PM,Rejected-AOC,do not won the lottery,11-Apr-2026 11:46 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3256976,SASMITA MOHANTY,29-Nov-2025 12:06 PM,Accepted-AOC,1st lowest,11-Apr-2026 11:46 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3272348,SURENDRA KUMAR SAHOO,02-Dec-2025 01:24 PM,Rejected-AOC,do not won the lottery,11-Apr-2026 11:46 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
