Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of C.C Drain at Ramitota lane in ward No-01,CIVIL,Please refer Tender documents. ,NA ,"12,72,155",Civil Works - Others,NA ,Tender,120.0,60.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1.0,ICICI BANK,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN",Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,"12,722",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Apr-2026 05:45 PM,finsummary_570928.pdf (9079.00 KB),Municipal Bodies||Puri Municipality,2025_ORULB_122921_4,P.M. 05/2025-26,Construction of C.C Drain at Ramitota lane in ward No-01,1.0,3327486.0,RAKESH BISWAL,INR,"1,081,458.56",Finance,"13 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,31-Dec-2025 05:43 PM,finance_570928.pdf,BOQ Comparative Chart,22-Apr-2026,"INR 1,081,458.56",60.0,Jayanta Kumar Maitra,22-Apr-2026 05:47 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),1,3333838,ASWINI KUMAR PRADHAN,28-Dec-2025 08:15 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Apr-2026 05:41 PM,techsummary_570928.pdf (9079.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3334559,BIRENDRA KUMAR MOHANTY,28-Dec-2025 08:00 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3333332,BUDHANATH BEJA,28-Dec-2025 12:12 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3335090,GADADHAR PRADHAN,28-Dec-2025 10:44 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3328215,KESHAB CHANDRA SETHI,27-Dec-2025 02:10 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3325158,LAXMIDHARA BEHERA,27-Dec-2025 08:54 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3332252,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,27-Dec-2025 06:15 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3327486,RAKESH BISWAL,25-Dec-2025 02:25 PM,Accepted-AOC,WON BY LOTTERY PROCESS,22-Apr-2026 05:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3328331,SABITA SETHI,27-Dec-2025 12:59 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3332805,SANGEETA NAYAK,27-Dec-2025 10:28 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:45 PM,,,,,,,AOC
