Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 12 2025 26,2026_CERWI_127141_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"47,000",Yes,fixed,,Nil,Nil,11-Mar-2026 11:00 AM,18-Mar-2026 03:00 PM,11-Mar-2026 11:00 AM,18-Mar-2026 01:00 PM,NA ,NA ,11-Mar-2026 11:00 AM,18-Mar-2026 01:00 PM,Superintending Engineer,"Superintending Engineer R.W Division, Sunabeda","6,000",0.0,Nil,Nil,No,S.H 50 to Kumoganda,Road,Please refer Tender documents. ,NA ,"46,95,000",Civil Works - Roads,NA ,Tender,90.0,10.0,Sunabeda,763001.0,NA ,NA ,NA ,"R.W Division, Sunabeda",No ,No,AOC,1,3434796,BISWANATH TRIPATHY,18-Mar-2026 12:47 PM,Rejected-AOC,Not qualified,13-Apr-2026 02:01 PM,13-Apr-2026,"INR 3,046,896",10.0,Avijit Barik,13-Apr-2026 02:01 PM,WOKumoga.pdf (936.00 KB),Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 10:19 AM,techsummary_584704.pdf (400.77 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2026_CERWI_127141_1,SERWSBD Online 12 2025 26,S.H 50 to Kumoganda,Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 10:28 AM,finsummary_584704.pdf (399.38 KB),Finance,Bid opening,Avijit Barik,10-Apr-2026 11:46 AM,finance_584704.pdf,BOQ Comparative Chart,1.0,3432276.0,MITHUN PATRA,INR,"3,046,896",AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3434844,Damburu Guntha,18-Mar-2026 10:59 AM,Rejected-AOC,Not qualified,13-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3432276,MITHUN PATRA,17-Mar-2026 07:54 PM,Accepted-AOC,Qualified,13-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3434697,SMRUTI RANJAN BEHERA,17-Mar-2026 07:50 PM,Rejected-AOC,Not qualified,13-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
