Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112240_5,BID NO 25 OF 2024 - 25,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Benkera under Khaprakhol Block in Balangir District.,1.0,2884133.0,ritarani meher,INR,"2,190,066",ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,10-Sep-2025 07:02 PM,techsummary_535474.pdf (213.22 KB),16-Apr-2026,"INR 2,190,066",90.0,Khagendra Barik,16-Apr-2026 12:55 PM,benkera.pdf (1071.00 KB),L1 BIDDER HAS RESPOND,Finance,bid has been opened,Khagendra Barik,17-Apr-2025 10:16 AM,finance_535474.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,10-Sep-2025 07:08 PM,finsummary_535474.pdf (213.22 KB),1,2884971,Amit Agrawal,15-Apr-2025 03:46 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,16-Apr-2026 12:56 PM,AOC,Superintending Engineer,Superintending Engineer RWSS Division Balangir,"25,762",Yes,percentage,1.0%,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 25 OF 2024 - 25,2025_RWSS_112240_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost,EMD,GST,PAN, contractor Registration certificate, Experience Certificate etc","6,000",0.0,Nil,Nil,No,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Benkera under Khaprakhol Block in Balangir District.,Construction of an additional 6.00 mtr ID Percolation well due to low yield of existing source for RPWS to village Benkera under Khaprakhol Block in Balangir District.,Please refer DTCN ,NA ,"25,76,246",Civil Works - Water Works,WATER SUPPLY ,Tender,90.0,90.0,Benkera under Khaprakhol Block,767028.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,1.0,ICICI BANK,07-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,07-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,07-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2880647,ASHOK KUMAR PANDEY,14-Apr-2025 10:06 AM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2884062,JUBARAJ KUMBHAR,14-Apr-2025 08:09 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2884311,KAMALINI BEHERA,15-Apr-2025 02:48 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2883335,KAMINI NANDA,14-Apr-2025 06:19 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2882762,MADHUSUDAN BARIHA,15-Apr-2025 03:11 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2884133,ritarani meher,15-Apr-2025 02:58 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,16-Apr-2026 12:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2880608,SMITA SAHOO,10-Apr-2025 12:57 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,10-Sep-2025 07:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
