EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,49,200",Yes,fixed,,Nil,Nil,20-Nov-2025 05:00 PM,09-Dec-2025 03:00 PM,20-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,NA ,NA ,20-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,09-Feb-2026 12:00 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, Undertakings",Project Administrator,"Integrated Tribal Development Agency, Nabarangpur",1.0,ICICI BANK,ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-01/25-26,2025_STSCD_121612_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of 100 Seated Boys Hostel at SSD HS Karchamal under Kosagumuda Block,Construction of 100 Seated Boys Hostel at SSD HS Karchamal under Kosagumuda Block,B and A Class ,NA ,"2,49,18,378",Civil Works - Buildings,Hostel Building ,Tender,90.0,365.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,AOC,Finance,Financial Bids opened successfully,JAYKURBAN PETER TIRKEY,09-Feb-2026 04:07 PM,,BOQ Comparative Chart,"ADM, Nabarangpur",Internal,"PA, ITDA, Nabarangpur, Treasury Officer, Nabarangpur, Superintending Engineer, R and B, Nabarangpur Division, Asssistant Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,08-Feb-2026 12:35 PM,09-Feb-2026 12:00 PM,techsummary_565813.pdf (4144.20 KB),Technical,Technical Bids opened successfully,JAYKURBAN PETER TIRKEY,10-Dec-2025 04:37 PM,,"ADM, Nabarangpur",Internal,"PA, ITDA, Nabarangpur, Treasury Officer, Nabarangpur, Superintending Engineer, R and B Nabarangpur Division, Assistant Executive Engineer, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,21-Feb-2026 12:14 PM,finsummary_565813.pdf (540.40 KB),06-Apr-2026,"INR 21,183,113",365.0,Dasarath Khemundu,10-Apr-2026 08:17 AM,Karchamal100.pdf (621.00 KB),1,3273094,Akbar Ali,02-Dec-2025 10:00 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,ST and SC Development Deptt||ITDA Nabarangpur,2025_STSCD_121612_11,ITDANBG-01/25-26,Construction of 100 Seated Boys Hostel at SSD HS Karchamal under Kosagumuda Block,1.0,3279321.0,MANOJ KUMAR AGRAWAL,INR,"21,183,113",AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3279032,BISWOMBAR NATH BHUYAN,04-Dec-2025 03:46 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3278123,HEMANTO KUMAR SWAIN,04-Dec-2025 01:39 PM,Rejected-Technical,Disqualified,08-Feb-2026 12:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3279321,MANOJ KUMAR AGRAWAL,04-Dec-2025 04:35 PM,Accepted-AOC,L1,10-Apr-2026 08:17 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3279043,NITESH KUMAR JAIN,04-Dec-2025 03:41 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3277041,RAKESH KIRTANIA,04-Dec-2025 03:40 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3278531,SAHIL KUMAR RAY,04-Dec-2025 02:10 PM,Rejected-Technical,Disqualified,08-Feb-2026 12:35 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3258675,SAUMYA RANJAN MISHRA,26-Nov-2025 09:14 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3278986,SUBARAO SENAPATI,04-Dec-2025 03:29 PM,Rejected-AOC,L2,10-Apr-2026 08:17 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3269910,SUBHRANSHU NAYAK,01-Dec-2025 07:28 PM,Rejected-Finance,Disqualified in transparent Lottery system,21-Feb-2026 12:14 PM,,,,,,,,,,AOC
