Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN","2,000",0.0,Nil,Nil,No,Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,"3,986",Yes,fixed,,Nil,Nil,Construction of Road and Drain at Lenka Sahi Lane 01 at back side of DAV School in W No 27,CIVIL,Please refer Tender documents. ,NA ,"3,98,569",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1.0,ICICI BANK,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Apr-2026 05:14 PM,finsummary_571158.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Apr-2026 05:10 PM,techsummary_571158.pdf (9079.00 KB),22-Apr-2026,"INR 338,823.3",45.0,Jayanta Kumar Maitra,22-Apr-2026 05:16 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),Municipal Bodies||Puri Municipality,2025_ORULB_122921_24,P.M. 05/2025-26,Construction of Road and Drain at Lenka Sahi Lane 01 at back side of DAV School in W No 27,1.0,3329571.0,NABAGHAN PRADHAN,INR,"338,823.3",1,3326149,BHASKAR MOHAPATRA,26-Dec-2025 02:26 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,Finance,"11 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,02-Jan-2026 04:51 PM,finance_571158.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3334498,BIRENDRA KUMAR MOHANTY,28-Dec-2025 08:25 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3329446,DEBASIS PATTANAIK,27-Dec-2025 05:14 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3336058,MADHUSMITA MISHRA,29-Dec-2025 12:10 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3329571,NABAGHAN PRADHAN,27-Dec-2025 01:57 PM,Accepted-AOC,WON BY LOTTERY PROCESS,22-Apr-2026 05:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3335091,PRAKASH KUMAR MOHANTY,29-Dec-2025 08:20 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3333530,PRAMOD SAHOO,28-Dec-2025 06:23 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3329778,RABINDRA KUMAR BISOI,27-Dec-2025 05:57 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3332437,RATIKANTA PARIDA,27-Dec-2025 07:20 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3333024,SOUMYA RANJAN DAS,28-Dec-2025 10:18 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3330188,TAPAN KUMAR SETHI,26-Dec-2025 03:49 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,22-Apr-2026 05:14 PM,,,,,,,AOC
