Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska",Municipal Bodies||Aska NAC,ASKANAC/WORKSMISC-09/2025-26,2026_ORULB_125752_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DTCN,"7,080",0.0,Nil,Nil,No,11-Feb-2026 11:00 AM,24-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,26-Feb-2026 12:15 PM,1,ICICI BANK,"14,999",Yes,fixed,,Nil,Nil,"CONSTRUCTION OF ROAD DRAIN WITH COVER PLATE AT DASARATHI NAGAR IN WARD NO.10,NAC,ASKA","CONSTRUCTION OF ROAD DRAIN WITH COVER PLATE AT DASARATHI NAGAR IN WARD NO.10,NAC,ASKA",Please refer Tender documents. ,NA ,"14,99,931",Civil Works - Others,NA ,Tender,120.0,NA ,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,AOC,Finance,Admitted,Rajesh Kumar Mahapatra,26-Feb-2026 03:05 PM,,BOQ Comparative Chart,Chairperson,Internal,Executive Officer Junior Engineer Municipal Engineer Accountant,Rasmi Rani Nahak,26-Feb-2026 12:05 PM,26-Feb-2026 12:15 PM,techsummary_580428.pdf (464.04 KB),Technical,Admitted,Rajesh Kumar Mahapatra,24-Feb-2026 03:33 PM,,Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,23-Apr-2026 01:41 PM,finsummary_580428.pdf (464.04 KB),23-Apr-2026,"INR 1,393,926",120.0,Rasmi Rani Nahak,23-Apr-2026 01:44 PM,workorder11.pdf (695.00 KB),1.0,3408517.0,Rojalini Bisoyi,INR,"1,393,926",Municipal Bodies||Aska NAC,2026_ORULB_125752_11,ASKANAC/WORKSMISC-09/2025-26,"CONSTRUCTION OF ROAD DRAIN WITH COVER PLATE AT DASARATHI NAGAR IN WARD NO.10,NAC,ASKA",1,3408517,Rojalini Bisoyi,23-Feb-2026 03:51 PM,Accepted-AOC,accepted,23-Apr-2026 01:44 PM,AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3408474,Saroj Kumar Mohanty,23-Feb-2026 03:01 PM,Rejected-Finance,Rejected,23-Apr-2026 01:41 PM,AOC
