S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_21,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha",29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 04:00 PM,"19,400",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Construction of two nos of Staff Quarter at Talnagi High School,Construction of two nos of Staff Quarter at Talnagi High School,D and C ,NA ,"19,34,173",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,AOC,"Collector, Kalahandi",Internal,"PA, ITDA",Pradyumna Dash,17-Apr-2026 11:52 AM,finsummary_578052.pdf (3176.13 KB),Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 12:33 PM,technical_578052.pdf,"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 01:34 PM,26-Feb-2026 04:00 PM,techsummary_578052.pdf (1685.39 KB),Finance,Proceeding,Pradyumna Dash,17-Apr-2026 11:49 AM,finance_578052.pdf,BOQ Comparative Chart,1,3391231,BALABHADRA NAYAK,10-Feb-2026 04:36 PM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 11:52 AM,ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_21,ITDATHR-04/2025-26,Construction of two nos of Staff Quarter at Talnagi High School,1.0,3386133.0,Lalita Naik,INR,"1,932,238.4",17-Apr-2026,"INR 1,932,238.4",180.0,Pradyumna Dash,17-Apr-2026 11:55 AM,884LalitaNaik.pdf (470.00 KB),Awarded,AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3386133,Lalita Naik,10-Feb-2026 01:51 AM,Accepted-AOC,Awarded,17-Apr-2026 11:56 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3390284,PRATAP KISHOR NAIK,10-Feb-2026 01:13 PM,Rejected-Finance,Rejected by the Tender Committee,17-Apr-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
