Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
COLLECTOR AND DM MAYURBHANJ,Internal,PA ITDA AND OTHERS,Kamal Lochan Tudu,09-Mar-2026 06:56 PM,10-Mar-2026 01:00 PM,techsummary_579407.pdf (1354.90 KB),Finance,Subject to verification of Documents,Kamal Lochan Tudu,20-Apr-2026 11:07 AM,,BOQ Comparative Chart,1,3405473,ADITYA PRASAD SAMANTARAY,20-Feb-2026 02:08 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,21-Apr-2026,"INR 40,617,940.741",270.0,Kamal Lochan Tudu,21-Apr-2026 08:21 PM,PRO6.pdf (3477.00 KB),1.0,3404747.0,SMRUTI SWAGATAM SUNDARAY,INR,"40,617,940.741",Technical,subject to verification of document,SURAI MURMU,21-Feb-2026 05:45 PM,,ST and SC Development Deptt||ITDA Baripada,2026_STSCD_125547_1,ITDABPD-06/2025-26,"Construction of 200 Seated Boys Hostel Building At Chaitanya Prasad High School, Dhenkinenjia Under Baripada.",COLLECTOR AND DM MAYURBHANJ,Internal,PA ITDA AND OTHERS,Kamal Lochan Tudu,21-Apr-2026 08:14 PM,finsummary_579407.pdf (3476.89 KB),AOC,ST and SC Development Deptt||ITDA Baripada,ITDABPD-06/2025-26,2026_STSCD_125547_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,05-Feb-2026 10:00 AM,21-Feb-2026 11:00 AM,05-Feb-2026 10:00 AM,20-Feb-2026 05:30 PM,NA ,NA ,05-Feb-2026 10:00 AM,20-Feb-2026 05:30 PM,10-Mar-2026 01:00 PM,"Construction of 200 Seated Boys Hostel Building At Chaitanya Prasad High School, Dhenkinenjia Under Baripada.","Construction of 200 Seated Boys Hostel Building At Chaitanya Prasad High School, Dhenkinenjia Under Baripada.",A ,NA ,"5,36,28,123",Civil Works - Buildings,NA ,Tender,90.0,NA ,BARIPADA,757002.0,NA ,NA ,NA ,ITDA BARIPADA,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor License, PAN, GST / Affidavit / Agreement / NEFT Details / Annex-A",1.0,ICICI BANK,"5,36,300",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,PA ITDA BARIPADA,ITDA BARIPADA,1.0,CORRIGENDUM,Other,,AOC
,,,,,,,,,,,,,2,3388103,CREATION & CREATIONS LLP,14-Feb-2026 11:41 AM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3402727,DEBASHIS BISWAL,18-Feb-2026 05:37 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3405748,DEBIDUTTA DASH,20-Feb-2026 02:52 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3404507,GURUKRUSHNA TAREI,20-Feb-2026 11:48 AM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3405577,KAIBALYA MISHRA,20-Feb-2026 02:23 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3405021,MR. SATYARANJAN PATTNAIK,20-Feb-2026 02:30 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3398391,M/S GIRIDHARI SAHOO,19-Feb-2026 12:09 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3404899,M/S. MAA TARA CONSTRUCTION,19-Feb-2026 08:15 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3405045,NIRAKAR SAMAL,20-Feb-2026 12:44 PM,Rejected-AOC,Not Qualified in transparent lottery system,21-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
