Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,"2,520",Yes,fixed,,Nil,Nil,22-Jan-2026 04:30 PM,30-Jan-2026 11:00 AM,22-Jan-2026 04:30 PM,29-Jan-2026 05:00 PM,NA ,NA ,22-Jan-2026 04:30 PM,29-Jan-2026 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS, GSTIN, PAN, AFFIDAVIT AND ANY OTHER DOCUMENTS AS PER DTCN",Repair and Renovation of R.I office building at Gurandi for the year 2025-26.,Repair and Renovation of R.I office building at Gurandi for the year 2025-26.,Please refer Tender documents. ,NA ,"2,52,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"EXECUTIVE ENGINEER, RURAL WORKS DIVISION GAJAPATI",761200.0,NA ,NA ,NA ,"RURAL WORKS DIVISION GAJAPATI, PARALAKHEMUNDI",No ,No,EXECUTIVE ENGINEER RURAL WORKS DIVISION GAJAPATI,"EXECUTIVE ENGINEER RURAL WORKS DIVISION GAJAPATI, PARALAKHEMUNDI",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,Online Tender 13/GJP/2025-26,2026_CERWI_124987_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,13-Apr-2026 11:22 AM,finsummary_577427.pdf (395.43 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,2026_CERWI_124987_3,Online Tender 13/GJP/2025-26,Repair and Renovation of R.I office building at Gurandi for the year 2025-26.,1.0,3371601.0,JAGANNATH BEHERA,INR,"180,626",Finance,Admitted,Govinda Bihari Marndi,13-Apr-2026 11:17 AM,finance_577427.pdf,BOQ Comparative Chart,1,3371601,JAGANNATH BEHERA,29-Jan-2026 01:27 PM,Accepted-AOC,Work Awarded to Jagannath Behera,13-Apr-2026 11:26 AM,13-Apr-2026,"INR 180,626",30.0,Govinda Bihari Marndi,13-Apr-2026 11:26 AM,Rigurandi1.pdf (919.00 KB),EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,13-Apr-2026 11:18 AM,techsummary_577427.pdf (395.43 KB),AOC
,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3366015,PRASANTA KUMAR JENA,26-Jan-2026 03:05 PM,Rejected-AOC,Work Awarded to Jagannath Behera,13-Apr-2026 11:26 AM,,,,,,,,,,,,,AOC
