EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"16,836",Yes,fixed,,Nil,Nil,Construction of Slaughter house near Astha Gruha (Phase-II) in Ward no.09,Construction of Slaughter house near Astha Gruha (Phase-II) in Ward no.09,Please refer Tender documents. ,NA ,"16,83,585",Civil Works - Others,NA ,Rate Contract,120.0,NA ,Sundargarh Municipality,770001.0,NA ,NA ,NA ,Sundargarh Municipality,No ,No,12-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,NA ,NA ,12-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents As per DTCN,"Executive Officer, Sundargarh Municipality","Executive Officer, Sundargarh Municipality",Municipal Bodies||Sundargarh Municipality,EO/SNGM/05/2025-26,2026_ORULB_124399_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,1.0,Regarding date Extend,Date,,AOC,Administrator,Internal,,SUSHANTA PATEL,08-Apr-2026 11:52 AM,finsummary_575107.pdf (1107.93 KB),Municipal Bodies||Sundargarh Municipality,2026_ORULB_124399_5,EO/SNGM/05/2025-26,Construction of Slaughter house near Astha Gruha (Phase-II) in Ward no.09,1.0,3369358.0,Indrani Mukharjee,INR,"1,681,910",Finance,Opened,SUSHANTA PATEL,05-Feb-2026 04:17 PM,finance_575107.pdf,BOQ Comparative Chart,1,3369358,Indrani Mukharjee,28-Jan-2026 11:18 PM,Accepted-AOC,OK,09-Apr-2026 11:30 AM,09-Apr-2026,"INR 1,681,910",60.0,Vikas Mundari,09-Apr-2026 11:30 AM,FF03.pdf (751.00 KB),AoC,Administrator,Internal,,SUSHANTA PATEL,08-Apr-2026 11:49 AM,techsummary_575107.pdf (1107.93 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3368670,VYASDEV GARDIA,27-Jan-2026 03:58 PM,Rejected-AOC,OK,09-Apr-2026 11:30 AM,,,,,,,,,,,,,,AOC
