Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
04-Apr-2026,"INR 2,045,215",90.0,Chiranjibi Mahali,04-Apr-2026 02:05 PM,aoc.pdf (829.00 KB),AOC,Finance,All bidders are admitted,Chiranjibi Mahali,04-Apr-2026 01:47 PM,finance_567275.pdf,BOQ Comparative Chart,"SE, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,04-Apr-2026 02:01 PM,finsummary_567275.pdf (719.01 KB),1,3293381,AMLANJYOTI PATNAIK,10-Dec-2025 03:36 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_122041_9,NIT No.8 of 2025-26,"Improvement of WS,SI and SD system for different offices of collectorate Nabarangpur under SP, D.No.13-4215 SUJALA for the year 2025-26",1.0,3289659.0,SITUNU KUMAR SAHU,INR,"2,045,215","SE, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,04-Apr-2026 01:52 PM,techsummary_567275.pdf (719.01 KB),AOC,28-Nov-2025 11:00 AM,11-Dec-2025 11:00 AM,28-Nov-2025 11:00 AM,10-Dec-2025 05:00 PM,28-Nov-2025 11:00 AM ,08-Dec-2025 05:00 PM ,28-Nov-2025 11:00 AM,10-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"Improvement of WS,SI and SD system for different offices of collectorate Nabarangpur under SP, D.No.13-4215 SUJALA for the year 2025-26","Improvement of WS,SI and SD system for different offices of collectorate Nabarangpur",Please refer Tender documents. ,NA ,"24,05,853",Civil Works - Water Works,NA ,Rate Contract,120.0,90.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,"24,059",Yes,percentage,1.0%,Nil,Nil,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.8 of 2025-26,2025_PHEO_122041_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit etc. as per DTCN,1.0,ICICI BANK,"Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput",AOC
,,,,,,,,,,,,,,,,,,,2,3289502,ANKITA SAHU,10-Dec-2025 01:43 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,3,3292892,ATULYA KUMAR MISHRA,10-Dec-2025 01:39 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3293050,BIJAYA KUMAR MADALA,10-Dec-2025 01:31 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3292480,HARSHIT INFRATECH,10-Dec-2025 03:39 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3292577,LINGARAJ ACHARYA,09-Dec-2025 11:53 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3292949,MS SAMPADA BEHURA,10-Dec-2025 01:05 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3285934,PAPU GOUDA,07-Dec-2025 02:12 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3293622,SANTOSH GIRI,10-Dec-2025 04:52 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3283076,SIMANCHAL GOUDA,07-Dec-2025 01:46 PM,Rejected-Finance,Lottery lost,04-Apr-2026 02:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
