Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN","Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",1.0,ICICI BANK,"4,200",Yes,fixed,,Nil,Nil,Repair to Satapada Out Post building in the District of Puri for the year 2025-26.,Repair to Satapada Out Post building in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,"2,000",0.0,Nil,Nil,No,07-Jan-2026 04:00 PM,16-Jan-2026 11:30 AM,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,07-Jan-2026 04:00 PM ,13-Jan-2026 05:00 PM ,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-14 Dt. 29.11.2025,2026_CERWI_124309_21,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,24-Apr-2026 04:30 PM,techsummary_574860.pdf (859.29 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,24-Apr-2026 04:51 PM,finsummary_574860.pdf (859.29 KB),Finance,All are admitted for finalisation.,Rina Kumari Sasmal,02-Feb-2026 03:41 PM,,BOQ Comparative Chart,24-Apr-2026,"INR 419,410",30.0,Jyoti Prakash Samal,24-Apr-2026 04:54 PM,Outpostsatapada.pdf (859.00 KB),1,3355361,BASANTA PUJHARI,15-Jan-2026 12:53 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2026_CERWI_124309_21,Online-14 Dt. 29.11.2025,Repair to Satapada Out Post building in the District of Puri for the year 2025-26.,1.0,3352164.0,PRASANTA KUMAR JENA,INR,"419,410",AOC
,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3351594,BISWAJIT BISWAL,12-Jan-2026 01:36 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3352300,KALU BISWAL,13-Jan-2026 11:51 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3352164,PRASANTA KUMAR JENA,12-Jan-2026 07:42 PM,Accepted-AOC,"He is the 1st successful lottery winner, so his rate is accepted and awarded.",24-Apr-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3352226,RANJAN KUMAR SAHOO,13-Jan-2026 07:19 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3352349,RATNAKAR NAYAK,13-Jan-2026 09:15 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3355529,SACHIKANTA SAHOO,15-Jan-2026 01:33 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3353285,SASMITA PANDA,13-Jan-2026 07:22 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3354007,SUJATA PRIYADARSHINI,14-Jan-2026 05:07 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3350614,TULU CHANDA,14-Jan-2026 11:52 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",24-Apr-2026 04:51 PM,,,,,,,,,,AOC
