Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Finance,4 nos. of bider have participated in bidding process,Kadambini Jena,13-Apr-2026 06:43 PM,,BOQ Comparative Chart,13-Apr-2026,"INR 466,125.54",60.0,Kadambini Jena,13-Apr-2026 06:52 PM,WO.pdf (213.00 KB),1.0,3287051.0,Md Latifur Raheman,INR,"466,125.54",Municipal Bodies||Pipli NAC,2025_ORULB_121427_24,PIPILI-NAC-5(71)/2025-26,Construction of CC road from Pipli-Puri Main Road to Satapathy Babu House in Ward no 02,1,3286962,Md ASEQUER RAHEMAN,08-Dec-2025 09:28 AM,Rejected-AOC,As per quoted rate,13-Apr-2026 06:52 PM,Chairperson,Internal,,Kadambini Jena,13-Apr-2026 06:47 PM,techsummary_567144.pdf (655.70 KB),Chairperson,Internal,,Kadambini Jena,13-Apr-2026 06:49 PM,finsummary_567144.pdf (655.70 KB),AOC,27-Nov-2025 12:00 PM,09-Dec-2025 11:00 AM,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Regist_of_licence_GST_Regd_PAN_Paper_cost_Affidavit_Decl_and_other_doc_as_per_DTCN,"2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"3,400",Yes,fixed,,Nil,Nil,Municipal Bodies||Pipli NAC,PIPILI-NAC-5(71)/2025-26,2025_ORULB_121427_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC road from Pipli-Puri Main Road to Satapathy Babu House in Ward no 02,Construction of CC road from Pipli-Puri Main Road to Satapathy Babu House in Ward no 02,Please refer Tender documents. ,NA ,"3,38,989",Civil Works - Roads,NA ,Tender,90.0,60.0,Pipli NAC,752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC, Pipli",No ,No,"Executive Officer, pipli NAC","Office of the Executive officer, Pipli NAC, Pipli",1.0,Having no experience,Other,,AOC
,,,,,,,,,,,,,,,,,,,,,2,3287051,Md Latifur Raheman,08-Dec-2025 08:38 AM,Accepted-AOC,As per quoted rate,13-Apr-2026 06:52 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,boq,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3288238,NARENDRA BEHERA,08-Dec-2025 12:33 PM,Rejected-Technical,Submitted letter for withdrawn due to helth issue,13-Apr-2026 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3284828,SK FIROZ UDDIN,08-Dec-2025 12:55 PM,Rejected-Technical,Not submitted all required doc. as per dtcn.,13-Apr-2026 06:47 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
