Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Srikanta Samal,12-Mar-2026 06:44 PM,13-Mar-2026 10:30 AM,techsummary_578623.pdf (229.59 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,13-Mar-2026 10:46 AM,,BOQ Comparative Chart,09-Apr-2026,"INR 80,879,696",450.0,Bikram Keshari Malla,09-Apr-2026 03:47 PM,SAREIKUL.pdf (514.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 31.03.2026,1,3396432,BIDYADHAR SWAIN,15-Feb-2026 10:18 AM,Rejected-Finance,DUE TO L3 BIDDER,09-Apr-2026 03:44 PM,1.0,3396655.0,SUSHREESARADA CONSTRUCTION PRIVATE LIMITED,INR,"80,879,696",Technical,13 Nos. of bidders have been participated,MONALISHA PADHY,17-Feb-2026 11:28 AM,,Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_125315_5,26/OPHWC/2025-26,"Construction of Atal Bus Stand(C-Type) at Sareikul under Naugaon Block, Jagatsinghpur",AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Bikram Keshari Malla,09-Apr-2026 03:44 PM,finsummary_578623.pdf (359.50 KB),AOC,31-Jan-2026 06:55 PM,17-Feb-2026 10:30 AM,31-Jan-2026 06:55 PM,16-Feb-2026 05:00 PM,NA ,NA ,31-Jan-2026 06:55 PM,16-Feb-2026 05:00 PM,13-Mar-2026 10:30 AM,1.0,SITE PHOTOGRAPH WITH GPS CO-ORDINATES,Technical Bid,,Orissa State Police Housing and Welfare Corporation Ltd,26/OPHWC/2025-26,2026_OSPHW_125315_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"8,99,500",Yes,fixed,,Nil,Nil,"Construction of Atal Bus Stand(C-Type) at Sareikul under Naugaon Block, Jagatsinghpur",Building Work,Please refer Tender documents. ,NA ,"8,99,46,281",Civil Works - Buildings,NA ,Tender,90.0,450.0,Jagatsinghpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3396447,BKM CONSTRUCTION PVT.LTD,16-Feb-2026 03:27 PM,Rejected-Finance,DUE TO L2 BIDDER,09-Apr-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3380310,DIPTI RANJAN MOHANTY,12-Feb-2026 03:07 PM,Rejected-Technical,Non submission of adequate valid documents to secure qualifying marks in Sch C as per DTCN Cl.13 and 110(f) and Sch G as per Cl.12 and 110(j) and valid Electrical MOU as per DTCN Cl.10 and 110(h) and valid Fire Fighting MOU as per 10 (vi) and 110(i).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3397568,KAMAL ROUTRAY,16-Feb-2026 10:10 AM,Rejected-Technical,Non submission of Annual Turn Over as per DTCN Cl. No. 12 and 110(j) and adequate similar nature of work as per DTCN Cl. No. 11 and 110(k) and adequate valid documents to secure qualifying marks in Sch C as per DTCN Cl. 13 and 110(f).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3396622,NIRAKAR SAMAL,15-Feb-2026 01:56 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3387751,PABITRA MOHAN NAYAK,16-Feb-2026 02:39 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3396348,PRITESH KUMAR JENA,14-Feb-2026 10:06 PM,Rejected-Technical,Non submission of adequate valid documents to secure qualifying marks in Sch C as per DTCN Cl. 13 and 110(f) and valid Electrical MOU as per DTCN Cl. No. 10 and 110(h) and valid Fire Fighting MOU as per DTCN Cl. No. 10 (vi) and 110(i).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3395478,PRIYA RANJAN BISWAL,13-Feb-2026 10:53 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3394549,SAI SMRUTI INFRASTRUCTURE PVT. LTD.,16-Feb-2026 12:26 PM,Rejected-Technical,Non submission of adequate valid documents to secure qualifying marks in Sch C as per DTCN Cl. 13 and 110(f) and valid Electrical MOU as per DTCN Cl. No. 10 and 110(h) and valid Fire Fighting MOU as per DTCN Cl. No. 10 (vi) and 110(i).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3395412,SNBS PROJECTS PRIVATE LIMITED,16-Feb-2026 04:32 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,12-Mar-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
