S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,RFP For Selection of Agency for the Procurement Supply Installation Commissioning and Maintenance of Retroreflective Sign Boards and LED Billboard Display System,Date,,Odisha Tourism Devl. Corp.,BP I/24/2025/26 dt. 06.12.2025,2025_OTDC_122924_1,Yes,National Competitive Bid,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,00,000",No,fixed,,Nil,Nil,10-Dec-2025 01:20 PM,06-Jan-2026 11:30 AM,10-Dec-2025 01:20 PM,05-Jan-2026 05:00 PM,10-Dec-2025 01:20 PM ,18-Dec-2025 05:00 PM ,10-Dec-2025 01:20 PM,05-Jan-2026 05:00 PM,16-Feb-2026 04:30 PM,RFP For Selection of Agency for the Procurement Supply Installation Commissioning and Maintenance of Retroreflective Sign Boards and LED Billboard Display System,RFP For Selection of Agency for the Procurement Supply Installation Commissioning and Maintenance of Retroreflective Sign Boards and LED Billboard Display System,As per RFP ,NA ,,Miscellaneous Works,NA ,Tender,180.0,180.0,Bhubaneswar,751014.0,"O/o the Superintending Engineer, OTDC Ltd. BBSR ","O/o the Superintending Engineer, OTDC Ltd. BBSR ",20-Dec-2025 03:30 PM ,"O/o The Superintending Engineer, OTDC Ltd. BBSR",No ,No,"Superintending Engineer, OTDC Ltd. BBSR","O/o the Superintending Engineer, OTDC Ltd. BBSR",1.0,Fee/PreQual/Technical,.pdf,RFP,"10,000","1,800",Nil,Nil,No,AOC,Finance,Proceeding,Sunil Kumar Behera,30-Apr-2026 03:53 PM,finance_570920.pdf,BOQ Comparative Chart,Technical,BIDDER LIST,Sunil Kumar Behera,16-Feb-2026 04:13 PM,technical_570920.pdf,1,3306470,ADDSOFT TECHNOLOGIES PRIVATE LIMITED,05-Jan-2026 03:50 PM,Accepted-AOC,L1,30-Apr-2026 04:02 PM,30-Apr-2026,"INR 14,671,287",180.0,Sunil Kumar Behera,30-Apr-2026 04:02 PM,WOBillBoard.pdf (1466.00 KB),Work Order Issued,S K Behera,Internal,"P K JENA, A S SWAIN, D MALIK",Sunil Kumar Behera,30-Apr-2026 03:59 PM,finsummary_570920.pdf (905.23 KB),S K Behera,Internal,"P K Jena, A S Swain, D Malik",Sunil Kumar Behera,16-Feb-2026 04:19 PM,16-Feb-2026 04:30 PM,techsummary_570920.pdf (1755.07 KB),Odisha Tourism Devl. Corp.,2025_OTDC_122924_1,BP I/24/2025/26 dt. 06.12.2025,RFP For Selection of Agency for the Procurement Supply Installation Commissioning and Maintenance of Retroreflective Sign Boards and LED Billboard Display System,1.0,3306470.0,ADDSOFT TECHNOLOGIES PRIVATE LIMITED,INR,"14,671,287",AOC
2.0,ICICI NEFT/RTGS,2.0,RFP For Selection of Agency for the Procurement Supply Installation Commissioning and Maintenance of Retroreflective Sign Boards and LED Billboard Display System,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP,,,,,,AOC,,,,,,,,,,,,2,3344623,Infovision Solutions,05-Jan-2026 04:59 PM,Rejected-Finance,L2,30-Apr-2026 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,AOC,,,,,,,,,,,,3,3345010,RANJAN KUMAR PATRO,05-Jan-2026 03:52 PM,Rejected-Technical,Not Fulfilled all eligibility criteria,16-Feb-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,3345149,SESHADEV PATRO,05-Jan-2026 03:37 PM,Rejected-Technical,Not Fulfilled all eligibility criteria,16-Feb-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
