S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"RC, GST, PAN ANDONLINE PROOF FOR PAYMENT OF TENDER PAPER COST, AFFIDAVIT OTHER DOCUMENTS AS PER DTCN","Directorate of Ports and IWT||Directorate of Ports and IWT||EE Civil Ports and IWT South Divn, Berhampur",S.E./PandI.W.T (C.D.)-05/2025-26,2025_PIWT_122119_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,28-Nov-2025 09:00 AM,09-Dec-2025 12:00 PM,28-Nov-2025 09:00 AM,08-Dec-2025 05:00 PM,28-Nov-2025 09:00 AM ,05-Dec-2025 03:00 PM ,28-Nov-2025 09:00 AM,08-Dec-2025 05:00 PM,23-Dec-2025 03:30 PM,Improvement of the existing jetty and public rain shelter at Nimtala in Bhadrak District,Improvement of the existing jetty and public rain shelter at Nimtala in Bhadrak District,Please refer Tender documents. ,NA ,"59,80,770",Civil Works - Others,NA ,Tender,90.0,120.0,CHANDBALI,756133.0,NA ,NA ,NA ,"Office of the Superintending Engineer, Ports and I",No ,No,Superintending Engineer,"Office of the Superintending Engineer, Ports and IWT, Civil Division, Near STPI, Ambapua, Berhampur","60,000",Yes,fixed,,Nil,Nil,AOC,30-Apr-2026,"INR 5,084,252",120.0,SUSANTA MOHAPATRA,30-Apr-2026 05:18 PM,WORKORDER.pdf (2330.00 KB),WORK ORDER VIDE LETTER NO.351(W/E) DTD.23.02.2026,"BAIKUNATHNATH MANSINGH, SE",Internal,"VIVEK DWIVEDI, DAO, SUSANTA KUMAR MOHAPATRA,ESTIAMTOR",SUSANTA MOHAPATRA,30-Apr-2026 04:56 PM,finsummary_567572.pdf (560.34 KB),Finance,All the above bidders have been found admitted during the financial bid opening. The financial bids have been successfully opened online through the e-procurement portal without any technical issues.,SUSANTA MOHAPATRA,30-Apr-2026 04:19 PM,finance_567572.pdf,BOQ Comparative Chart,Technical,OPENING SUMMARY,SUSANTA MOHAPATRA,22-Dec-2025 03:50 PM,technical_567572.pdf,1,3289993,Kamala Kanta Puri,08-Dec-2025 04:50 PM,Rejected-AOC,DUE TO SELECTION OF P K MAJHI AS L1 BIDDER THROUGH TRANSPARENT LOTTERY SYSTEM,30-Apr-2026 05:20 PM,1.0,3287768.0,PRADEEP KUMAR MAJHI,INR,"5,084,252","Directorate of Ports and IWT||Directorate of Ports and IWT||EE Civil Ports and IWT South Divn, Berhampur",2025_PIWT_122119_1,S.E./PandI.W.T (C.D.)-05/2025-26,Improvement of the existing jetty and public rain shelter at Nimtala in Bhadrak District,"BAIKUNATHNATH MANSINGH, SE",Internal,"Susanta Kumar Mohapatra, Estimator, Vivek Dwivedi, Divisional Accountant",SUSANTA MOHAPATRA,23-Dec-2025 02:07 PM,23-Dec-2025 03:30 PM,techsummary_567572.pdf (1468.28 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3287768,PRADEEP KUMAR MAJHI,08-Dec-2025 10:05 AM,Accepted-AOC,L1,30-Apr-2026 05:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3285471,UMAKANTA PARIJA,07-Dec-2025 11:25 AM,Rejected-AOC,DUE TO SELECTION OF P K MAJHI AS L1 BIDDER THROUGH TRANSPARENT LOTTERY SYSTEM,30-Apr-2026 05:20 PM,,,,,,,,,,,,,,,,,AOC
