Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 16 /2025-26,2026_EICCL_124305_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,SE R and B Division No-II,Office of SE R and B Division No-II,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender paper,GST,RC,Pan,LC,Affidavit and other document as per DTCN",S/R to T-D-C road from 0/0 to 40/0 Km such as SDBC (In stretches) during the year 2025-26,Road Work,Please refer tender document ,NA ,"51,57,312",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765017.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,"10,000",0.0,Nil,Nil,No,09-Jan-2026 11:00 AM,17-Jan-2026 11:00 AM,09-Jan-2026 11:00 AM,16-Jan-2026 05:00 PM,NA ,NA ,09-Jan-2026 11:00 AM,16-Jan-2026 05:00 PM,31-Jan-2026 03:00 PM,"51,600",Yes,fixed,,Nil,Nil,AOC,1,3357150,ABHISHEK SAHU,16-Jan-2026 04:52 PM,Rejected-AOC,First Lowest,24-Apr-2026 10:22 AM,24-Apr-2026,"INR 4,384,231",30.0,Durga Madhaba Padhi,24-Apr-2026 10:21 AM,WO_tdc_road.pdf (548.00 KB),"Work is awarded to Sri Allapa Ganapati Rao through transparent lottery system, Bid work order No- 1346, date 23.02.2026 at R and B Division-II,Rayagada.",1.0,Revocation,Revocation,31-Jan-2026 11:51 AM,TDC_Road.pdf ,303.08,Technical Opening,SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,31-Jan-2026 01:21 PM,31-Jan-2026 03:00 PM,techsummary_574817.pdf (319.97 KB),Finance,Tender Opened,Durga Madhaba Padhi,24-Apr-2026 09:57 AM,finance_574817.pdf,BOQ Comparative Chart,Technical,Tender Opened,Durga Madhaba Padhi,31-Jan-2026 01:16 PM,technical_574817.pdf,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2026_EICCL_124305_2,RC(RANDB) RGD NO. II/ 16 /2025-26,S/R to T-D-C road from 0/0 to 40/0 Km such as SDBC (In stretches) during the year 2025-26,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,24-Apr-2026 10:06 AM,finsummary_574817.pdf (567.42 KB),1.0,3357726.0,Allapa Ganapati Rao,INR,"4,384,231",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,List of Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3357030,Akhyaya Kumar Sahu,16-Jan-2026 02:23 PM,Rejected-AOC,First Lowest,24-Apr-2026 10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3357726,Allapa Ganapati Rao,16-Jan-2026 04:53 PM,Accepted-AOC,First Lowest and awarded through transparent lottery system,24-Apr-2026 10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3357266,BODEPU SONIA,16-Jan-2026 01:36 PM,Rejected-AOC,First Lowest,24-Apr-2026 10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3357222,MAHAMMAD IMRAN,16-Jan-2026 01:13 PM,Rejected-AOC,First Lowest,24-Apr-2026 10:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3356205,TOOFAN KESHARI SAHU,15-Jan-2026 04:38 PM,Rejected-Technical,Dis Qualified as per DTCN,31-Jan-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
