S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,S/R to Bridge over river Dhanua at 1.120 km on Biswanathpur to Satakabad road for the year 2025-26,S/R to Bridge over river Dhanua at 1.120 km on Biswanathpur to Satakabad road for the year 2025-26,Please refer Tender documents. ,NA ,"7,63,000",Civil Works - Roads,NA ,Tender,90.0,30.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 39/2025-26,2026_CERWI_127073_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,630",Yes,percentage,1.0%,Nil,Nil,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,"4,000",0.0,Nil,Nil,No,09-Mar-2026 04:30 PM,16-Mar-2026 11:00 AM,09-Mar-2026 04:30 PM,14-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 04:30 PM,14-Mar-2026 05:00 PM,AOC,Superintending Engineer,Internal,"Sr. DAO, AEE and Estimator",Nirmal Chandra Jena,09-Apr-2026 01:46 PM,finsummary_584569.pdf (665.89 KB),Superintending Engineer,Internal,"Sr.DAO, AEE and Estimator",Nirmal Chandra Jena,09-Apr-2026 01:40 PM,techsummary_584569.pdf (665.89 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2026_CERWI_127073_12,Tender Online Divn. BBSR - 39/2025-26,S/R to Bridge over river Dhanua at 1.120 km on Biswanathpur to Satakabad road for the year 2025-26,1.0,3430681.0,MANGARAJ BARIK,INR,"762,260",1,3430767,CHITTA RANJAN DASH,14-Mar-2026 02:26 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,09-Apr-2026,"INR 762,260",30.0,Nirmal Chandra Jena,09-Apr-2026 01:51 PM,aocbiswanathpur.pdf (237.00 KB),AoC,Finance,15 nos of bidder are participated,Nirmal Chandra Jena,16-Mar-2026 12:53 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3430580,DESABANDHU JENA,14-Mar-2026 12:23 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3430654,DIPTI RANJAN JENA,14-Mar-2026 01:06 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3429066,HRUDANANDA MISHRA,13-Mar-2026 08:39 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3430569,JAGANATH SAHOO,14-Mar-2026 11:58 AM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3430862,JAY MAHADEV CONSTRUCTION,14-Mar-2026 04:18 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3430800,KISHORE CHANDRA PRADHAN,14-Mar-2026 02:56 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3429807,LAXMIPRIYA PRADHAN,13-Mar-2026 01:28 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3430681,MANGARAJ BARIK,14-Mar-2026 02:23 PM,Accepted-AOC,L1 Bidder,09-Apr-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3428927,PRADIPA KUMAR PANIGRAHI,12-Mar-2026 05:37 PM,Rejected-Finance,Not success in lottery,09-Apr-2026 01:46 PM,,,,,,,,,,,,,,AOC
