Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
25-Apr-2026,"INR 1,932,532.58",180.0,Pradyumna Dash,25-Apr-2026 12:34 PM,919Pareswar.pdf (427.00 KB),Awarded,1.0,3386068.0,PARESWAR PRADHANI,INR,"1,932,532.58",ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_16,ITDATHR-04/2025-26,Construction of two nos of Staff Quarter at Kankutru UGHS,1,3391180,ABHIMANYU CHHATRIA,10-Feb-2026 04:52 PM,Rejected-Finance,Rejected by the Tender Committee,25-Apr-2026 12:32 PM,Finance,Proceeding,Pradyumna Dash,25-Apr-2026 12:27 PM,finance_578041.pdf,BOQ Comparative Chart,"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 01:45 PM,26-Feb-2026 04:00 PM,techsummary_578041.pdf (1709.21 KB),Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 12:13 PM,technical_578041.pdf,"Collector, Kalahandi",Internal,"PA, ITDA",Pradyumna Dash,25-Apr-2026 12:32 PM,finsummary_578041.pdf (3176.13 KB),AOC,"19,400",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha",Construction of two nos of Staff Quarter at Kankutru UGHS,Construction of two nos of Staff Quarter at Kankutru UGHS,D and C ,NA ,"19,34,467",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_16,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN",29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 04:00 PM,AOC
,,,,,,,,,,,,,,,,2,3384137,Binapani Panigrahi,08-Feb-2026 04:00 PM,Rejected-Finance,Rejected by the Tender Committee,25-Apr-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3381295,BISHNU CHARAN BHOI,10-Feb-2026 12:17 AM,Rejected-Finance,Rejected by the Tender Committee,25-Apr-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3386068,PARESWAR PRADHANI,09-Feb-2026 08:07 PM,Accepted-AOC,Awarded,25-Apr-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3390052,PRATAP KISHOR NAIK,10-Feb-2026 12:57 PM,Rejected-Finance,Rejected by the Tender Committee,25-Apr-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3389606,RASHMIREKHA PANDA,10-Feb-2026 04:38 PM,Rejected-Finance,Rejected by the Tender Committee,25-Apr-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
