Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Additional Chief Engineer,"O/o The ACE, Mechanical Circle, Hirakud","6,000",0.0,Nil,Nil,No,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",ACEMC/MDHKD-06/2025-26,2026_CEMWR_126876_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"12,600",No,fixed,,Nil,Nil,06-Mar-2026 10:00 AM,17-Mar-2026 11:30 AM,06-Mar-2026 10:00 AM,16-Mar-2026 05:30 PM,06-Mar-2026 10:00 AM ,16-Mar-2026 05:30 PM ,06-Mar-2026 10:00 AM,16-Mar-2026 05:30 PM,"Supply, Fabrication, Transportation, Erection and Commissioning of Gangway/ Walkway and Railing of Padampurnalla MIP in Padampur Block under Minor Irrigation Division, Padampur for the year 2025-26.","Supply, Fabrication, Transportation, Erection and Commissioning of Gangway/ Walkway and Railing of Padampurnalla MIP in Padampur Block under Minor Irrigation Division, Padampur for the year 2025-26.",Please refer Tender documents. ,NA ,"12,55,684",Mechanical Works,NA ,Tender,90.0,60.0,Padampur,768036.0,NA ,NA ,NA ,"O/o The ACE, Mechanical Circle, Hirakud",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,ESI,EPF,AND ALL OTHER DOCUMENTS AS PER DTCN",AOC,Amarjit Behera,Internal,,AMARJIT BEHERA,20-Mar-2026 01:47 PM,finsummary_583983.pdf (2367.96 KB),"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Mech Divn, Ambaguda",2026_CEMWR_126876_1,ACEMC/MDHKD-06/2025-26,"Supply, Fabrication, Transportation, Erection and Commissioning of Gangway/ Walkway and Railing of Padampurnalla MIP in Padampur Block under Minor Irrigation Division, Padampur for the year 2025-26.",1.0,3430780.0,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,INR,"1,255,684.84",Finance,Admitted for further evaluation process.,AMARJIT BEHERA,20-Mar-2026 12:42 PM,finance_583983.pdf,BOQ Comparative Chart,1,3432515,ABHISEKH ENTERPRISERS,16-Mar-2026 11:55 AM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,07-Apr-2026,"INR 1,255,684.84",60.0,AMARJIT BEHERA,30-Apr-2026 10:39 AM,AOCPadampurnalla.pdf (1936.00 KB),Amarjit Behera,Internal,,AMARJIT BEHERA,20-Mar-2026 01:28 PM,techsummary_583983.pdf (2367.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,2,3431023,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",14-Mar-2026 06:04 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3426323,BANASHREE BHUYAN,16-Mar-2026 09:05 AM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3432133,DASH ENGINEERING AND WORKS,16-Mar-2026 02:07 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3426307,LAXMIDHRA BHUYAN,15-Mar-2026 10:02 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3423738,M/S Abirvab Steel Product,16-Mar-2026 11:22 AM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3424979,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,14-Mar-2026 08:28 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3423721,M/S Ashreebad Fabricators,16-Mar-2026 12:13 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3424985,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,14-Mar-2026 08:12 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3432603,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Mar-2026 12:52 PM,Rejected-AOC,Did not qualified in the lottery process.,30-Apr-2026 10:39 AM,,,,,,,,,,,,,AOC
