Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,21-Apr-2026 11:12 AM,techsummary_578603.pdf (2101.22 KB),1,3393409,BAIKUNTHA MOHAPATRA,12-Feb-2026 12:03 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,21-Apr-2026,"INR 3,999,775",90.0,Lipsa Parida,21-Apr-2026 11:21 AM,wo_249_25.pdf (1636.00 KB),Finance,19 bids opened successfully,Taras Marandi,13-Feb-2026 11:35 AM,finance_578603.pdf,BOQ Comparative Chart,1.0,3393391.0,RASHMI RANJAN MAHUNTA,INR,"3,999,775",Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_125314_3,BMC-EE-Tender Cell-66/2025-26 Dt. 30.01.2026,Development of Chitrakothi Pokhari at Unit -9 in Ward No. 35,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,21-Apr-2026 11:18 AM,finsummary_578603.pdf (2464.05 KB),AOC,Development of Chitrakothi Pokhari at Unit -9 in Ward No. 35,Development of Chitrakothi Pokhari at Unit -9 in Ward No. 35,Please refer Tender documents. ,NA ,"33,23,176",Civil Works - Others,NA ,Tender,120.0,90.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell, UG Floor, ICOMC Tower,Satya Nagar ",07-Feb-2026 03:30 PM ,"Central Tender Cell,BMC",No ,No,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower,Satya Nagar",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-66/2025-26 Dt. 30.01.2026,2026_ORULB_125314_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"33,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,03-Feb-2026 10:30 AM,13-Feb-2026 11:00 AM,03-Feb-2026 10:30 AM,12-Feb-2026 05:00 PM,03-Feb-2026 10:30 AM ,07-Feb-2026 01:00 PM ,03-Feb-2026 10:30 AM,12-Feb-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3393716,BIRAKISHOR DAS,12-Feb-2026 02:42 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC
,,,,,,3,3393522,DEBI PRASAD DAS,12-Feb-2026 01:21 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3393867,DIPANJAN MOHAPATRA,12-Feb-2026 04:23 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3393149,DIPTI RANJAN SAHOO,11-Feb-2026 10:35 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3393349,HIMANSU SEKHAR PRADHAN,12-Feb-2026 11:31 AM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3393625,MANASH KUMAR BEHERA,12-Feb-2026 01:53 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3393376,"M/S JBB CONSTRUCTION, SANJAYA KUMAR MOHARAJ PROP.",12-Feb-2026 11:50 AM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3392103,M/S SHREE TECH,12-Feb-2026 12:09 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3393551,RAJ GOURI SANKAR,12-Feb-2026 01:29 PM,Rejected-Finance,other than 1st lottery winner,21-Apr-2026 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
