S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,3394998,ASHOK CATERING,13-Feb-2026 03:16 PM,Rejected-Finance,h6 bidder for Canteen,09-Apr-2026 09:26 AM,Technical,The bid was opened on due date and time and 20 number of bids were received.,NEELAKANTHA GURU,25-Feb-2026 11:50 AM,technical_577188.pdf,Finance,The finance bid of qualified bidders are opened in due date and time,Anjan Kumar Sahoo,30-Mar-2026 06:09 PM,finance_577188.pdf,BOQ Comparative Chart,01-May-2026,"INR 98,250",334.0,Anjan Kumar Sahoo,09-Apr-2026 09:36 AM,AOCCanteen.pdf (3545.00 KB),Prof. Bibhu Prasad Dash,Internal,"Shri K Malik, Mr. K C Rout, Mr. B Majhi, Dr. A K Sahoo",Anjan Kumar Sahoo,09-Apr-2026 09:26 AM,finsummary_577188.pdf (1151.74 KB),Prof. Bibhu Prasad Dash,Internal,"Shri Kulamani Malik, Mr. Kamalesh Chandra Rout, Mr. Biswajit Majhi, Dr. Anjan Kumar Sahoo",Anjan Kumar Sahoo,23-Mar-2026 05:24 PM,24-Mar-2026 05:30 PM,techsummary_577188.pdf (1000.48 KB),1.0,3387325.0,MUSIC MEDIA,INR,"6,550",Odisha University of Technology and Research,2026_OUTR_124942_1,OUTR/OCB/2025-26/36,Renting of Shops and and Canteen at OUTR,AOC,"2,000",OUTR,Bhubaneswar,No,Odisha University of Technology and Research,OUTR/OCB/2025-26/36,2026_OUTR_124942_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Extension of submission of bid,Date,,1.0,Fee/PreQual/Technical,.pdf,Tender Document,22-Jan-2026 06:00 PM,24-Feb-2026 11:00 AM,23-Jan-2026 11:00 AM,23-Feb-2026 06:00 PM,NA ,NA ,23-Jan-2026 12:00 PM,23-Feb-2026 06:00 PM,24-Mar-2026 05:30 PM,"20,000",No,fixed,,OUTR,Bhubaneswar,Registrar,"The Registrar, Odisha University of Technology and Research, Techno campus, Mahalaxmi Vihar, Bhubaneswar, PIN- 751 029",Renting of Shops and and Canteen at OUTR,Renting out Shops to setup and operate and Running of Canteen at OUTR Bhubaneswar,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,120.0,335.0,Bhubaneswar,751029.0,NA ,NA ,NA ,"OUTR, Bhubaneswar",No ,No,AOC
2,3398230,bhikari charan behera,16-Feb-2026 12:48 PM,Rejected-Technical,Experience certificate missing Annexure V missing Turnover details missing Audited balance sheet not submitted ITR for last three years not submitted,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3394832.0,MUSKAN SHOP,INR,"3,001",,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,3408765,CHAITANYA BHARAT GAS GRAMIN VITRAK,23-Feb-2026 05:47 PM,Rejected-Technical,Experience not adequate as per tender requirement ITR for FY 2022 23 not submitted Proof of residence or office at Bhubaneswar not submitted,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3398994.0,Sahoo Food And Beverages,INR,"24,200",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3397784,DEVANSHI TRADERS,23-Feb-2026 03:04 PM,Rejected-Technical,Audited Balance Sheet not in proper order,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3399452.0,KALU CHARAN SWAIN,INR,"19,999",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3399452,KALU CHARAN SWAIN,16-Feb-2026 05:10 PM,Accepted-AOC,H4 in Canteen,09-Apr-2026 09:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3401962.0,Mamata outdoor catering,INR,"22,500",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3401962,Mamata outdoor catering,20-Feb-2026 12:41 PM,Accepted-AOC,H2 in Canteen,09-Apr-2026 09:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3405661.0,Ritika Catering,INR,"22,000",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3395267,MOHAMMAD IRSHAD ANSARI,13-Feb-2026 05:18 PM,Rejected-Technical,Experience not adequate as per tender requirement,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3399242,M/S AKSHAYA KUMAR SAHOO,16-Feb-2026 05:20 PM,Rejected-Technical,Experience not adequate as per tender requirement,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3395837,M/S YOGAMAYA FOODS,14-Feb-2026 02:57 PM,Rejected-Technical,Annexure-V missing Annual turnover details missing Audited balance sheet not submitted Proof of residence or office at Bhubaneswar not submitted,23-Mar-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3394820,MUDULI CATERING,13-Feb-2026 03:22 PM,Rejected-Finance,h5 bidder for Canteen,09-Apr-2026 09:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
