Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Malkangiri Municipality","Executive Officer, Malkangiri Municipality","6,000",0.0,Nil,Nil,No,06-Feb-2026 10:00 AM,16-Feb-2026 11:00 AM,06-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,06-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,"Construction Paver Road and RCC Cover Plate from Netaji Nagar to 119 Colony Road (Phase-I), W-13, Malkangiri Municipality","Construction Paver Road and RCC Cover Plate from Netaji Nagar to 119 Colony Road (Phase-I), W-13, Malkangiri Municipality",Please refer Tender documents. ,NA ,"16,87,526",Civil Works - Others,NA ,Tender,180.0,60.0,Malkangiri Municipality,764045.0,NA ,NA ,NA ,Malkangiri Municipality,No ,No,"16,870",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Malkangiri Municipal Council,EOMKG/02/2025-26,2026_ORULB_125329_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,eNoticeDTCN,AOC,Manoj Barik,Internal,,Rajiba Lochan Nayak,08-Apr-2026 05:23 PM,finsummary_579619.pdf (214.46 KB),Manoj Barik,Internal,,Rajiba Lochan Nayak,08-Apr-2026 05:18 PM,techsummary_579619.pdf (214.46 KB),08-Apr-2026,"INR 1,274,082",30.0,Rajiba Lochan Nayak,08-Apr-2026 05:26 PM,22.pdf (1067.00 KB),1,3394221,Gollecha Jayanta Jain,12-Feb-2026 09:26 PM,Rejected-AOC,Rejected,08-Apr-2026 05:27 PM,1.0,3395230.0,Smt. Rakhi Mandal,INR,"1,274,082",Municipal Bodies||Malkangiri Municipal Council,2026_ORULB_125329_22,EOMKG/02/2025-26,"Construction Paver Road and RCC Cover Plate from Netaji Nagar to 119 Colony Road (Phase-I), W-13, Malkangiri Municipality",Finance,Admitted,Rajiba Lochan Nayak,16-Feb-2026 06:02 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,3394786,Prashanta Mandal,13-Feb-2026 02:25 PM,Rejected-AOC,Rejected,08-Apr-2026 05:27 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3395230,Smt. Rakhi Mandal,13-Feb-2026 04:53 PM,Accepted-AOC,Accepted,08-Apr-2026 05:27 PM,,,,,,,,,,,,,,,,AOC
