Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
22-Jan-2026 10:00 AM,21-Feb-2026 11:00 AM,22-Jan-2026 10:00 AM,17-Feb-2026 05:00 PM,22-Jan-2026 10:00 AM ,29-Jan-2026 05:00 PM ,22-Jan-2026 10:00 AM,17-Feb-2026 05:00 PM,18-Mar-2026 11:30 AM,"CHIEF ENGINEER, MEGALIFT, BHUBANESWAR","PLOT NO. A-8/2, BHOI NAGAR, BHUBANESWAR-751022",1.0,ICICI BANK,"Execution of 03 nos. of LIS with intake points on Kanpur Main Canal, Ardei Nadi and Balisudra River having CCA 4280Ha in Cluster No. XXXVIII in the district of Keonjhar and Mayurbhanj on EPC turnkey mode",MEGALIFT PROJECTS,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,720.0,"KEONJHAR, MAYURBHANJ",758031.0,"O/O CHIEF ENGINEER, MEGALIFT, BHUBANESWAR ","PLOT NO. A-8/2, BHOI NAGAR, BHUBANESWAR-751022 ",31-Jan-2026 12:00 PM ,"O/O CHIEF ENGINEER, MEGALIFT, BHUBANESWAR",No ,No,1.0,1st Corrigendum,Date,,"10,000",0.0,,,No,CE Megalift Projects Bhubaneswar,9ML/2025-26,2026_CEMLP_124954_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Both(Online/Offline),No,No,No,"1,27,17,700",Yes,fixed,,"E E, MEGALIFT PROJECT DIVISION, KEONJHAR",KEONJHAR,1.0,Fee/PreQual/Technical,.pdf,As stipulated under Vol-I Section- II/Clause-15.8/Page-15/Cover-I/Tech. Bid /File-I of Bid doc.,AOC,Technical,Technical bid opened in scheduled date and time and downloaded.,MONAJ KUMAR BEHERA,21-Feb-2026 05:22 PM,technical_577278.pdf,CE Megalift Projects Bhubaneswar,2026_CEMLP_124954_1,9ML/2025-26,"Execution of 03 nos. of LIS with intake points on Kanpur Main Canal, Ardei Nadi and Balisudra River having CCA 4280Ha in Cluster No. XXXVIII in the district of Keonjhar and Mayurbhanj on EPC turnkey mode","Principal Secretary to Govt., DoWR",External,,MONAJ KUMAR BEHERA,27-Apr-2026 01:10 PM,finsummary_577278.pdf (207.28 KB),1.0,3400730.0,LCC Projects Limited,INR,"1,004,695,140",1,3399388,DRS INFRATECH PRIVATE LIMITED,17-Feb-2026 01:35 PM,Rejected-AOC,L4,27-Apr-2026 01:35 PM,27-Apr-2026,"INR 1,004,695,140",720.0,MONAJ KUMAR BEHERA,27-Apr-2026 01:35 PM,workorder.pdf (183.00 KB),Agreement drawn on dt. 24.04.2026 with date of commencement and completion being 24.04.2026 and 23.04.2028 respectively.,"Principal Secretary to Govt., DoWR",External,,MONAJ KUMAR BEHERA,16-Mar-2026 06:09 PM,18-Mar-2026 11:30 AM,techsummary_577278.pdf (3991.45 KB),Finance,Financial bid opened in scheduled date and time and downloaded.,MONAJ KUMAR BEHERA,18-Mar-2026 04:36 PM,finance_577278.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As stipulated under Vol-I Section- II/Clause-15.8/Page-15/Cover-I/Tech. Bid /File-II of Bid doc.,AOC,,,,,,,,,,,,,,,,,,,,,2,3397993,Gurumaharaj Engicon Private Limited,17-Feb-2026 03:24 PM,Rejected-AOC,L2,27-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,As stipulated under Vol-I Section- II/Clause-15.8/Page-15/Cover-I/Tech. Bid /File-III of Bid doc.,AOC,,,,,,,,,,,,,,,,,,,,,3,3383903,Koya and Company Construction Limited,17-Feb-2026 10:48 AM,Rejected-AOC,L3,27-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,AOC,,,,,,,,,,,,,,,,,,,,,4,3400730,LCC Projects Limited,17-Feb-2026 04:13 PM,Accepted-AOC,Approved by Govt.being L1 successful bidder,27-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"YEAR WISE, SCHEME WISE ENERGY CONSUMPTION DURING 15 YEARS OF OPERATION APPENDIX-F6",AOC,,,,,,,,,,,,,,,,,,,,,5,3395796,SUDHAKARA INFRATECH PRIVATE LIMITED,17-Feb-2026 03:56 PM,Rejected-Finance,Non responsive,27-Apr-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3387855,VENSAR CONSTRUCTIONS COMPANY LIMITED,17-Feb-2026 04:15 PM,Rejected-Finance,Non responsive,27-Apr-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3399393,YASH HYDRO PHOENIX PROJECT PVT LTD,17-Feb-2026 04:53 PM,Rejected-Finance,Non responsive,27-Apr-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
