Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"S.E., Mayurbhanj Irrigation Division, Baripada","O/o the S.E., Mayurbhanj Irrn. Divn. Baripada.",22-Jan-2026 10:00 AM,06-Feb-2026 11:00 AM,22-Jan-2026 10:00 AM,05-Feb-2026 05:00 PM,22-Jan-2026 10:00 AM ,02-Feb-2026 05:00 PM ,22-Jan-2026 10:00 AM,05-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,ONLINETENDER COST EMD RC GST AFFIDAVIT NO RELATION PAYMENT REPORT OTHER DOCUMENTS AS DTCN,Restoration to TRE on left bank of river Jambhira near village Panchagochhia under Moroda Block,bank protection work,Please refer Tender documents. ,NA ,"25,22,750",Civil Works - Others,NA ,Tender,90.0,120.0,Baripada,757002.0,NA ,NA ,NA ,"O/o the S.E., Mayurbhanj Irrn. Divn. Baripada.",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"25,500",Yes,fixed,,Nil,Nil,"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE, Mayurbhanj Irr.Divn,Baripada",04MBJ/2025-26(6),2026_CEBML_124901_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,13-Apr-2026,"INR 2,973,869",120.0,Ramlal Tiu,13-Apr-2026 12:23 PM,06.pdf (398.00 KB),1,3381905,ASISHRANJAN SETHI,05-Feb-2026 01:07 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,P Patra,Internal,,Ramlal Tiu,13-Apr-2026 12:16 PM,techsummary_577029.pdf (398.18 KB),P Patra,Internal,,Ramlal Tiu,13-Apr-2026 12:21 PM,finsummary_577029.pdf (398.18 KB),"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE, Mayurbhanj Irr.Divn,Baripada",2026_CEBML_124901_1,04MBJ/2025-26(6),Restoration to TRE on left bank of river Jambhira near village Panchagochhia under Moroda Block,1.0,3381593.0,DEEPAK KUMAR MALLICK,INR,"2,973,869",Finance,summary report,Ramlal Tiu,13-Apr-2026 12:12 PM,finance_577029.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3371973,ATANU TAREI,29-Jan-2026 01:02 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3376011,BIKRAM KUMAR SENAPATI,01-Feb-2026 03:03 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3381593,DEEPAK KUMAR MALLICK,05-Feb-2026 11:49 AM,Accepted-AOC,Agreement executed,13-Apr-2026 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3378687,KANHU CHARAN SINGH,03-Feb-2026 12:52 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3382246,KIRAN KUMAR DANDPAT,05-Feb-2026 02:31 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3376782,KUMUDINI MISHRA,05-Feb-2026 05:41 AM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3372858,MANAS CHANDRA JENA,03-Feb-2026 05:45 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3380955,PRADIP KUMAR LENKA,04-Feb-2026 05:48 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3375067,PRATAP CHANDRA MOHANTA,02-Feb-2026 12:11 PM,Rejected-Technical,Does not elected in lottery,13-Apr-2026 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
