Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
30-Apr-2026,"INR 1,254,606",90.0,Ramesh Chandra Nayak,30-Apr-2026 09:32 AM,Wo55.pdf (291.00 KB),Contact value including GST,1,3379191,GANGADHAR HASDA,03-Feb-2026 03:05 PM,Accepted-AOC,Lowest,30-Apr-2026 09:32 AM,Municipal Bodies||Barbil Municipality,2026_ORULB_124590_55,BBLM-6/2025-26,Laying of paver block from Kishore house to Hatu house at Gada hutting and laying of cove slab over drain from Khan house to Sheru house and laying of paver block from Tungi house to suman house and laying of paver block from John house to Akhada,1.0,3379191.0,GANGADHAR HASDA,INR,"1,254,606",Finance,open,Ramesh Chandra Nayak,13-Mar-2026 06:44 PM,finance_576265.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,08-Mar-2026 12:21 PM,09-Mar-2026 09:00 AM,techsummary_576265.pdf (1095.53 KB),Technical,open,Ramesh Chandra Nayak,07-Feb-2026 03:57 PM,technical_576265.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,30-Apr-2026 09:29 AM,finsummary_576265.pdf (376.91 KB),AOC,Municipal Bodies||Barbil Municipality,BBLM-6/2025-26,2026_ORULB_124590_55,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,950",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,20-Jan-2026 10:00 AM,04-Feb-2026 11:00 AM,20-Jan-2026 10:00 AM,03-Feb-2026 05:00 PM,NA ,NA ,20-Jan-2026 10:00 AM,03-Feb-2026 05:00 PM,09-Mar-2026 09:00 AM,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,Laying of paver block from Kishore house to Hatu house at Gada hutting and laying of cove slab over drain from Khan house to Sheru house and laying of paver block from Tungi house to suman house and laying of paver block from John house to Akhada,Laying of paver block from Kishore house to Hatu house at Gada hutting and laying of cove slab over drain from Khan house to Sheru house and laying of paver block from Tungi house to suman house and laying of paver block from John house to Akhada,Please refer Tender documents. ,NA ,"11,95,000",Civil Works - Others,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,1,Fee/PreQual/Technical,.pdf,Tender Notice,1,ICICI BANK,AOC
,,,,,,,2,3378535,GOBINDA CHANDRA MALLICK,03-Feb-2026 12:25 PM,Rejected-Finance,Second,30-Apr-2026 09:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,AOC
