S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"30,510",Yes,fixed,,Nil,Nil,13-Jan-2026 04:00 PM,28-Jan-2026 11:00 AM,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,NA ,NA ,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,SR to PWD road to Parbatipur road for the year 2025-26,SR to PWD road to Parbatipur road for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,30.0,SERWBHAWANIPATNA,766001.0,NA ,NA ,NA ,SERWBHAWANIPATNA,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-BHAWANIPATNA,SERWBPT-ONLINE-11/2025-26,2026_CERWI_124527_5,Yes,Open Tender,Piece-work,Works,1.0,No,No,Online,No,No,No,SERWBHAWANIPATNA,SERWBHAWANIPATNA,"6,000",0.0,Nil,Nil,No,AOC,02-Apr-2026,"INR 2,593,511",30.0,Biswajit Rayaguru,06-Apr-2026 01:31 PM,4564.pdf (761.00 KB),1,3360624,ANKIT KUMAR AGRAWAL,22-Jan-2026 12:54 PM,Rejected-Technical,drawn lottery,02-Apr-2026 01:00 PM,"EE,ESTIMATOR,DAO",Internal,,Biswajit Rayaguru,02-Apr-2026 01:00 PM,techsummary_575610.pdf (804.28 KB),"EE,ESTIMATOR,DAO",Internal,,Biswajit Rayaguru,02-Apr-2026 02:07 PM,finsummary_575610.pdf (804.28 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-BHAWANIPATNA,2026_CERWI_124527_5,SERWBPT-ONLINE-11/2025-26,SR to PWD road to Parbatipur road for the year 2025-26,1.0,3368223.0,TANKADHAR MEHER,INR,"2,593,511",Finance,tender open,Mohinibala Singh,28-Jan-2026 12:00 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3366542,ATUL KUMAR BANSAL,27-Jan-2026 11:46 AM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3364581,Bhakta Charan Bhoi,24-Jan-2026 02:51 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3360841,CHANDRAKANTA PANDA,22-Jan-2026 08:35 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3368265,DOLAMANI CHOUDHURY,27-Jan-2026 02:50 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3364941,Priyabrata Patra,26-Jan-2026 07:36 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3368341,RANKANIDHI MEHER,27-Jan-2026 03:10 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3367171,SHASHI BHUSAN PRAHARAJ,27-Jan-2026 11:20 AM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3368164,SRI TIRTHA SAHU,27-Jan-2026 03:35 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3366408,SUBHASHREE PADHI,27-Jan-2026 01:19 PM,Rejected-Technical,drawn transparent lottery,02-Apr-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
