Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",Municipal Bodies||Sambalpur Municipal Corporation,20/SMC_SBP/2025-26,2025_ORULB_120919_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"21,187",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006","Construction of Paver road from Durga Mandir to Canalpada Takba WN-38, SMC, Sambalpur","Construction of Paver road from Durga Mandir to Canalpada Takba WN-38, SMC, Sambalpur",Please refer Tender documents. ,NA ,"21,18,709",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,17-Nov-2025 11:00 AM,27-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,26-Nov-2025 05:00 PM,NA ,NA ,17-Nov-2025 11:00 AM,26-Nov-2025 05:00 PM,AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"JE/AE/AEE/EE/AO/DC/COMMISSIONER,SMC",Rehan Khatri,23-Apr-2026 08:18 AM,techsummary_563692.pdf (626.24 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"JE/AE/AEE/EE/AO/DC/COMMISSIONER,SMC",Rehan Khatri,23-Apr-2026 08:20 AM,finsummary_563692.pdf (626.24 KB),Finance,tender opened,Rehan Khatri,06-Dec-2025 10:48 AM,finance_563692.pdf,BOQ Comparative Chart,23-Apr-2026,"INR 2,118,709.3",90.0,Rehan Khatri,23-Apr-2026 08:23 AM,20SMC28.pdf (626.00 KB),SUCCESSFUL,Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_120919_28,20/SMC_SBP/2025-26,"Construction of Paver road from Durga Mandir to Canalpada Takba WN-38, SMC, Sambalpur",1.0,3247366.0,PRABODH KUMAR PATI,INR,"2,118,709.3",1,3245935,ARYA KUMAR NATH,26-Nov-2025 12:29 AM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,.xls,Bill of quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3256505,BHARAT SAHU,26-Nov-2025 11:53 AM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3246109,BIBHUTIBHUSHAN PANDA,25-Nov-2025 10:53 PM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3257868,B. JAIKRISHNA,26-Nov-2025 04:50 PM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3247551,Guddi Mishra,23-Nov-2025 11:57 AM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3246051,KRUSHNA MOHAN DHAR,25-Nov-2025 11:21 PM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3257166,NARAYAN BAGH,26-Nov-2025 01:38 PM,Rejected-Technical,SUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3255277,NARENDRA KUMAR DASH,25-Nov-2025 07:26 PM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3246249,NARESH SINGH,25-Nov-2025 10:15 PM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3255891,PADMINI SINGH,26-Nov-2025 12:55 AM,Rejected-Technical,UNSUCCESSFUL,23-Apr-2026 08:18 AM,AOC
