Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Nilgiri NAC,NLGN_06-MSBY/2025-26,2026_ORULB_125660_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Corrigendum for Technical BID,Technical Bid,,"Executive Officer, Nilgiri NAC","Nilgiri NAC, Nilgiri, Balasore, 756040","1,695",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN and as per DTCN",07-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,Construction of Pucca Ghat at Guthunasahi Tank in W.N. 11 under Nilgiri N.A.C,Construction of Pucca Ghat at Guthunasahi Tank in W.N. 11 under Nilgiri N.A.C,Please refer Tender documents. ,NA ,"1,69,491",Civil Works - Others,NA ,Tender,180.0,NA ,Nilgiri NAC,756040.0,NA ,NA ,NA ,O/O Nilgiri NAC,No ,No,600.0,0.0,Nil,Nil,No,AOC,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,29-Apr-2026 09:06 AM,finsummary_579803.pdf (441.69 KB),"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Feb-2026 01:03 PM,techsummary_579803.pdf (441.69 KB),29-Apr-2026,"INR 169,491",30.0,Ansuman Parida,29-Apr-2026 09:11 AM,WO10.pdf (245.00 KB),1,3395011,DHARAMJIT NAYAK,13-Feb-2026 02:55 PM,Rejected-AOC,L14,29-Apr-2026 09:11 AM,Municipal Bodies||Nilgiri NAC,2026_ORULB_125660_10,NLGN_06-MSBY/2025-26,Construction of Pucca Ghat at Guthunasahi Tank in W.N. 11 under Nilgiri N.A.C,1.0,3393895.0,KRUSHNA CHANDRA PARIDA,INR,"169,491",Finance,All Contractors have quoted SOR and accepted,Ansuman Parida,21-Feb-2026 01:39 PM,finance_579803.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3393683,Harish Chandra Bag,12-Feb-2026 02:35 PM,Rejected-AOC,L7,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3394339,KANCHAN MOHAPATRA,12-Feb-2026 10:36 PM,Rejected-AOC,L10,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3393895,KRUSHNA CHANDRA PARIDA,12-Feb-2026 04:37 PM,Accepted-AOC,L1,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3394816,KRUTIBASH NANDA,13-Feb-2026 01:12 PM,Rejected-AOC,L12,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3393547,M/S UDAYA JYOTI MOHANTY,12-Feb-2026 09:15 PM,Rejected-AOC,L5,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3393195,NILAMBAR MOHAPATRA,12-Feb-2026 07:40 AM,Rejected-AOC,L3,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3394254,PARTHASARATHI NAYAK,12-Feb-2026 09:27 PM,Rejected-AOC,L9,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3394965,Pritam Kumar Mallik,13-Feb-2026 02:29 PM,Rejected-AOC,L13,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3394566,RABINDRA NATH PARIDA,13-Feb-2026 01:01 PM,Rejected-AOC,L11,29-Apr-2026 09:11 AM,,,,,,,,,,,,,,,,AOC
