EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,060",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,22-Jan-2026 03:00 PM,03-Feb-2026 05:30 PM,22-Jan-2026 03:00 PM,03-Feb-2026 05:00 PM,22-Jan-2026 03:00 PM ,03-Feb-2026 03:00 PM ,22-Jan-2026 03:00 PM,03-Feb-2026 05:00 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,14Online)/RWD/BPD/2025-26,2026_CERWI_124941_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,S/R to Patharchatia to Benasole Road,S/R to Patharchatia to Benasole Road,Please refer Tender documents. ,NA ,"7,06,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1.0,ICICI BANK,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",AOC,R.Pradhan,Internal,,Rajesh Pradhan,27-Apr-2026 12:04 PM,finsummary_577224.pdf (324.47 KB),R.Pradhan,Internal,,Rajesh Pradhan,27-Apr-2026 12:00 PM,techsummary_577224.pdf (324.47 KB),28-Apr-2026,"INR 705,102",30.0,Rajesh Pradhan,28-Apr-2026 07:09 PM,14_10.pdf (333.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2026_CERWI_124941_10,14Online)/RWD/BPD/2025-26,S/R to Patharchatia to Benasole Road,1.0,3364831.0,BISWAMOHAN RAM,INR,"705,102",1,3365720,BASANTI BEHERA,26-Jan-2026 11:13 AM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,Finance,.,Rajesh Pradhan,27-Apr-2026 11:57 AM,finance_577224.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3364831,BISWAMOHAN RAM,03-Feb-2026 03:40 PM,Accepted-AOC,Lottery winner,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3378572,CHANDAN KUMAR RAM,03-Feb-2026 01:06 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3379021,MADHURI BHOL,03-Feb-2026 03:26 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3371452,MANAS RANJAN DHIR,29-Jan-2026 05:57 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3378101,MANORANJAN UPADHAYAYA,03-Feb-2026 11:28 AM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3367473,MIJALI GIRI,27-Jan-2026 11:26 AM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3377728,PRADEEP KUMAR MAHANTY,02-Feb-2026 07:57 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3378387,PRADIP KUMAR SINGHA,03-Feb-2026 01:10 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3375071,PRATAP CHANDRA MOHANTA,02-Feb-2026 12:01 PM,Rejected-AOC,unsuccessful tenderer,28-Apr-2026 07:09 PM,,,,,,,AOC
