Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Finance,Cover1,Sanjukta Marndi,09-Apr-2026 05:32 PM,finance_583563.pdf,BOQ Comparative Chart,1.0,3421159.0,SANTOSH KUMAR MAHANTA,INR,"3,539,200",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2026_CERWI_126760_3,NCB 20 OF 2025-26,Periodical Maintenance of Bodapalasa to Kempsada road from CH-0/000Km to 5/700 Km in the dist of Keonjhar for the year 2025-26.,SE,Internal,,Sanjukta Marndi,09-Apr-2026 05:42 PM,finsummary_583563.pdf (710.23 KB),SE,Internal,,Sanjukta Marndi,09-Apr-2026 05:35 PM,techsummary_583563.pdf (710.23 KB),09-Apr-2026,"INR 3,539,200",30.0,Kapileswar Singh,09-Apr-2026 06:25 PM,BODAPALASA.pdf (710.00 KB),1,3421299,ABHIRAM SAHU,06-Mar-2026 01:08 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,"6,000",0.0,Nil,Nil,No,28-Feb-2026 09:00 AM,07-Mar-2026 09:00 AM,28-Feb-2026 09:00 AM,06-Mar-2026 05:00 PM,28-Feb-2026 09:00 AM ,05-Mar-2026 05:00 PM ,28-Feb-2026 09:00 AM,06-Mar-2026 05:00 PM,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 20 OF 2025-26,2026_CERWI_126760_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GST, AFFIDAVIT and As Per ANNEXURE.",SUPERINTENDING ENGINEER,"R.W DIVISION-I, KEONJHAR",Periodical Maintenance of Bodapalasa to Kempsada road from CH-0/000Km to 5/700 Km in the dist of Keonjhar for the year 2025-26.,Periodical Maintenance of Bodapalasa to Kempsada road from CH-0/000Km to 5/700 Km in the dist of Keonjhar for the year 2025-26.,Please refer Tender documents. ,NA ,"49,14,000",Civil Works - Roads,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,"49,140",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3421551,BHABANI SHANKAR MAHANTA,06-Mar-2026 03:19 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3421407,DIPAK KUMAR BEHERA,06-Mar-2026 01:40 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3421578,GIRIJA SANKAR PANIGRAHI,06-Mar-2026 04:01 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3421489,JYOTIRANJAN BAL,06-Mar-2026 02:34 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3421494,RATNAKAR NAIK,06-Mar-2026 02:23 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3421159,SANTOSH KUMAR MAHANTA,06-Mar-2026 11:57 AM,Accepted-AOC,Accepted,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3419586,UMESHCHANDRA MUNDA,05-Mar-2026 12:09 PM,Rejected-AOC,Rejected,09-Apr-2026 06:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
