Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",Nil,Nil,No,Construction of GPLF office Building with Market Complex at Bainchua GP,AS PER BOQ,Please refer Tender documents. ,NA ,"22,13,249",Civil Works - Buildings,NA ,Tender,120.0,120.0,bainchua,752100.0,NA ,NA ,NA ,"PANCHAYAT SAMITI OFFICE, BALIANTA",No ,No,"22,132",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIANTA Block,02/PSB/2025-26,2025_PRBAI_116283_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,31-Jul-2025 11:00 AM,18-Aug-2025 11:00 AM,31-Jul-2025 11:00 AM,16-Aug-2025 05:00 PM,NA ,NA ,31-Jul-2025 11:00 AM,16-Aug-2025 05:00 PM,"BDO, BALIANTA","PANCHAYAT SAMITI OFFICE, BALIANTA",AOC,25-Feb-2026,"INR 1,881,482.4",120.0,RASHMITA NATH,10-Apr-2026 01:16 PM,PrasantkUp.pdf (589.00 KB),1,3038364,DIPTI RANJAN DASH,16-Aug-2025 02:38 PM,Rejected-AOC,not won by lottery,10-Apr-2026 01:17 PM,"rashmita nath, bdo",Internal,,RASHMITA NATH,08-Sep-2025 06:23 PM,techsummary_547893.pdf (450.24 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||BALIANTA Block,2025_PRBAI_116283_1,02/PSB/2025-26,Construction of GPLF office Building with Market Complex at Bainchua GP,"SUBHRANSU SEKHAR PADHI, BDO",Internal,,RASHMITA NATH,25-Feb-2026 05:05 PM,finsummary_547893.pdf (42.58 KB),Finance,bid open in presence of committee member,RASHMITA NATH,18-Aug-2025 07:26 PM,finance_547893.pdf,BOQ Comparative Chart,1.0,3037066.0,PRASANTA KUMAR PARIDA,INR,"1,881,482.4",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,2,3037066,PRASANTA KUMAR PARIDA,15-Aug-2025 03:51 PM,Accepted-AOC,won by lottery,10-Apr-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
