S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,26-Dec-2025 05:00 PM,08-Jan-2026 11:00 AM,26-Dec-2025 05:00 PM,07-Jan-2026 05:00 PM,NA ,NA ,26-Dec-2025 05:00 PM,07-Jan-2026 05:00 PM,Renovation of Gopabandhu Park in Ward No_17,Renovation of Gopabandhu Park in Ward No_17,Please refer Tender documents. ,NA ,"32,66,260",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756003.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"32,663",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Balasore Municipality,BM_08_2025_26,2025_ORULB_123860_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balasore Municipality","Executive Officer, Balasore Municipality","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,EO ME CP AE AEE,Internal,,Pranabananda Sahu,24-Apr-2026 01:01 PM,finsummary_573470.pdf (965.32 KB),EO ME CP AE AEE,Internal,,Pranabananda Sahu,24-Apr-2026 12:58 PM,techsummary_573470.pdf (965.32 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_123860_18,BM_08_2025_26,Renovation of Gopabandhu Park in Ward No_17,1.0,3347054.0,LIPSA PRAVA SHAW,INR,"2,776,647.33",1,3347372,DEBASHIS SAHU,07-Jan-2026 11:57 AM,Rejected-Technical,L4,24-Apr-2026 12:58 PM,24-Apr-2026,"INR 2,776,647.33",60.0,Pranabananda Sahu,24-Apr-2026 01:02 PM,WO0818.pdf (1034.00 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,08-Jan-2026 02:30 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3344160,DEBASIS RATHA,07-Jan-2026 11:30 AM,Rejected-Finance,L1,24-Apr-2026 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3347054,LIPSA PRAVA SHAW,06-Jan-2026 07:27 PM,Accepted-AOC,WO,24-Apr-2026 01:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3345892,MONALISHA ENTERPRISE,05-Jan-2026 07:08 PM,Rejected-Finance,L1,24-Apr-2026 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3347911,M/S TAPASWINI AGENCY,07-Jan-2026 04:22 PM,Rejected-Technical,L5,24-Apr-2026 12:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3346772,Ranjan Kumar Mallik,06-Jan-2026 08:44 PM,Rejected-Technical,L3,24-Apr-2026 12:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3347158,SRI BASANTA KUMAR HEMBRAM,06-Jan-2026 09:15 PM,Rejected-Technical,L2,24-Apr-2026 12:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3346182,SRIMANTA MAJHI,06-Jan-2026 08:41 AM,Rejected-Finance,L1,24-Apr-2026 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3347641,SUKANTA PATRA,07-Jan-2026 02:31 PM,Rejected-Finance,L1,24-Apr-2026 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3347111,TAPASWINI MOHARANA,06-Jan-2026 08:02 PM,Rejected-Finance,L1,24-Apr-2026 01:01 PM,,,,,,,,,,,,,AOC
