S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3453727.0,BOLIVA ADVERTISING PRIVATE LIMITED,INR,"10,918,556",Finance,Bid opening summary,Santosh Kumar Behera,13-Apr-2026 04:56 PM,finance_587393.pdf,BOQ Comparative Chart,Santosh Kumar Behera,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,13-Apr-2026 09:27 PM,finsummary_587393.pdf (202.97 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,2026_EICCL_127921_1,CCEKC- 01/2026-27,"Setting up the venue for the visit of Her Excellency, the President of India, at Rourkela",Santosh Kumar Behera,Internal,SE Rourkela R and B Division Sr DAO Rourkela R and B Division PA to CCE Keonjhar R and B Circle,Santosh Kumar Behera,13-Apr-2026 09:21 PM,techsummary_587393.pdf (806.57 KB),1,3453727,BOLIVA ADVERTISING PRIVATE LIMITED,13-Apr-2026 03:50 PM,Accepted-AOC,1st Lowest Bidder,28-Apr-2026 12:26 PM,28-Apr-2026,"INR 10,918,556",5.0,Santosh Kumar Behera,28-Apr-2026 12:25 PM,WorkOrder.pdf (5154.00 KB),1st Lowest Bidder,AOC,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR,CCEKC- 01/2026-27,2026_EICCL_127921_1,Yes,Open Tender,Lump-sum,Services,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Setting up the venue for the visit of Her Excellency, the President of India, at Rourkela","Setting up the venue for the visit of Her Excellency, the President of India, at Rourkela",Please refer Tender Documents ,NA ,,Miscellaneous Services,NA ,Tender,90.0,5.0,Rourkela,769012.0,NA ,NA ,NA ,O/o the CCE Keonjhar (R and B) Circle,No ,No,"2,00,000",No,fixed,,Nil,Nil,CCE Keonjhar (R and B) Circle,"O/o the CCE Keonjhar (R and B) Circle, Keonjhar-758001",07-Apr-2026 06:15 PM,13-Apr-2026 04:30 PM,07-Apr-2026 06:15 PM,13-Apr-2026 04:00 PM,NA ,NA ,07-Apr-2026 06:15 PM,13-Apr-2026 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical documents as per Tender Document,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3453622,CKARNIVAL PROMOTIONS PVT.LTD,13-Apr-2026 03:14 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price Bid,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3452868,COLOR PLUS,13-Apr-2026 03:55 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3452932,ENTER TEN EVENT AND PROMOTIONS,13-Apr-2026 03:24 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3452875,Genres Ad Pvt Ltd (OPC),12-Apr-2026 06:34 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3452921,Seventhavenue Eventz Pvt Ltd,13-Apr-2026 02:35 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3452928,"Sharad Advertising Pvt. Ltd.,",13-Apr-2026 03:34 PM,Rejected-Technical,As per decision of tender evaluation committee.,13-Apr-2026 09:21 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
