S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,3384609.0,Deepak Khilar,INR,"745,503",Finance,Total 8 nos bidder,Ganesh Chandra Hembram,20-Apr-2026 01:58 PM,finance_578977.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Ganesh Chandra Hembram,21-Apr-2026 01:51 PM,finsummary_578977.pdf (127.17 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2026_CERWI_125430_5,TCN-17 of 2025-26,Periodical Maintenance to RD Road to Panpadi for the Year 2025-26,Executive Engineer,Internal,,Ganesh Chandra Hembram,21-Apr-2026 01:24 PM,techsummary_578977.pdf (127.17 KB),1,3384609,Deepak Khilar,07-Feb-2026 11:45 AM,Accepted-AOC,successful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,23-Apr-2026,"INR 745,503",20.0,Ganesh Chandra Hembram,23-Apr-2026 10:11 AM,1581.pdf (578.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,03-Feb-2026 09:00 AM,09-Feb-2026 04:00 PM,03-Feb-2026 09:00 AM,09-Feb-2026 02:00 PM,03-Feb-2026 09:00 AM ,09-Feb-2026 12:00 PM ,03-Feb-2026 09:00 AM,09-Feb-2026 02:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Periodical Maintenance to RD Road to Panpadi for the Year 2025-26,Repair of Roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"8,76,959",Civil Works - Roads,NA ,Tender,90.0,20.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/OtheSuperintendingEngineer,R.W.Division,Bhadrak",No ,No,1.0,2026_CERWI_125430_5,Other,,"8,770",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN-17 of 2025-26,2026_CERWI_125430_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3386392,KALINGA GOURAV DAS,08-Feb-2026 06:57 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3385421,MADHU SUDAN SAHOO,07-Feb-2026 08:10 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3385581,PRASANTA KUMAR SAHU,08-Feb-2026 01:00 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3386773,RABINDRA KUMAR SETHY,08-Feb-2026 11:39 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3387484,RAMCHANDRA MALIK,09-Feb-2026 12:59 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3385762,RASHMI RANJAN BARIK,08-Feb-2026 11:27 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3385737,Surendra Prasad Malick,08-Feb-2026 11:34 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,23-Apr-2026 10:11 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
